product_id,product_name,category,subcategory,brand,price,cost,discount_percent,stock_quantity,rating,num_reviews,weight_kg,created_date,is_active,created_at
PROD_00001386,Áo khoác 1386,Clothing,Áo khoác,Brand_16,618.14,347.98,13,981,3.2,2375,9.31,2024-04-17,True,2025-09-17 15:09:51.024337
PROD_00001387,Đồ nội thất 1387,Home,Đồ nội thất,Brand_85,754.63,502.25,5,58,3.8,21,2.67,2025-04-19,False,2025-09-17 15:09:51.024359
PROD_00001388,Quần jean 1388,Clothing,Quần jean,Brand_191,193.96,88.33,16,883,1.4,1289,0.27,2023-11-07,True,2025-09-17 15:09:51.024381
PROD_00001389,Áo thun 1389,Clothing,Áo thun,Brand_141,1796.62,1186.81,28,471,2.9,3936,8.22,2024-10-08,False,2025-09-17 15:09:51.024403
PROD_00001390,Tablet 1390,Electronics,Tablet,Brand_151,1383.91,829.72,12,176,1.7,4137,5.11,2023-07-02,False,2025-09-17 15:09:51.024425
PROD_00001391,Áo khoác 1391,Clothing,Áo khoác,Brand_108,1183.08,572.27,7,155,1.4,2340,7.34,2023-12-12,False,2025-09-17 15:09:51.024448
PROD_00001392,Bánh kẹo 1392,Food,Bánh kẹo,Brand_64,1888.3,813.01,31,795,4.7,3704,2.61,2024-02-28,False,2025-09-17 15:09:51.024471
PROD_00001393,Sách học 1393,Books,Sách học,Brand_195,1185.72,560.14,47,896,1.6,2426,3.79,2023-03-10,False,2025-09-17 15:09:51.024493
PROD_00001394,Đồ trang trí 1394,Home,Đồ trang trí,Brand_8,1623.47,977.79,32,872,3.2,2852,1.36,2024-06-03,False,2025-09-17 15:09:51.024514
PROD_00001395,Tablet 1395,Electronics,Tablet,Brand_186,45.9,31.87,13,156,4.1,1965,4.4,2024-02-10,False,2025-09-17 15:09:51.024536
PROD_00001396,Truyện tranh 1396,Books,Truyện tranh,Brand_156,1154.86,625.41,2,118,4.8,759,3.76,2024-04-01,True,2025-09-17 15:09:51.024558
PROD_00001397,Tablet 1397,Electronics,Tablet,Brand_171,118.0,81.61,40,430,2.8,3542,1.11,2024-07-17,False,2025-09-17 15:09:51.024579
PROD_00001398,Bánh kẹo 1398,Food,Bánh kẹo,Brand_7,65.53,22.54,13,558,2.1,2525,3.71,2022-12-09,False,2025-09-17 15:09:51.024601
PROD_00001399,Hoa quả 1399,Food,Hoa quả,Brand_128,809.69,407.14,48,123,4.7,2330,5.31,2023-03-25,True,2025-09-17 15:09:51.024624
PROD_00001400,Sách học 1400,Books,Sách học,Brand_4,961.35,471.87,29,244,3.7,3139,9.47,2024-08-22,False,2025-09-17 15:09:51.024647
PROD_00001401,Thực phẩm khô 1401,Food,Thực phẩm khô,Brand_14,1502.34,1038.26,17,298,4.1,1451,5.34,2025-09-08,False,2025-09-17 15:09:51.024669
PROD_00001402,Smartphone 1402,Electronics,Smartphone,Brand_141,335.07,212.48,20,570,1.8,671,5.81,2025-04-18,False,2025-09-17 15:09:51.024691
PROD_00001403,Đồ trang trí 1403,Home,Đồ trang trí,Brand_166,292.78,99.05,30,503,1.6,3301,9.54,2025-03-02,False,2025-09-17 15:09:51.024712
PROD_00001404,Đồ nội thất 1404,Home,Đồ nội thất,Brand_18,1376.38,469.52,32,915,3.4,4418,4.19,2024-04-03,False,2025-09-17 15:09:51.024734
PROD_00001405,Tiểu thuyết 1405,Books,Tiểu thuyết,Brand_125,1087.35,349.66,23,897,1.1,4852,9.97,2023-10-27,True,2025-09-17 15:09:51.024756
PROD_00001406,Áo thun 1406,Clothing,Áo thun,Brand_76,1594.32,646.43,21,771,4.0,792,1.28,2025-02-08,False,2025-09-17 15:09:51.024778
PROD_00001407,Headphone 1407,Electronics,Headphone,Brand_113,784.18,381.36,27,961,3.1,2480,6.12,2025-04-30,False,2025-09-17 15:09:51.024800
PROD_00001408,Bánh kẹo 1408,Food,Bánh kẹo,Brand_10,19.51,11.78,33,840,3.4,2685,6.32,2023-10-22,True,2025-09-17 15:09:51.024822
PROD_00001409,Smartphone 1409,Electronics,Smartphone,Brand_149,853.34,384.23,36,664,2.6,1477,4.57,2024-08-20,True,2025-09-17 15:09:51.024843
PROD_00001410,Đồ uống 1410,Food,Đồ uống,Brand_131,1572.09,571.8,42,174,1.5,218,9.4,2023-02-14,True,2025-09-17 15:09:51.024865
PROD_00001411,Váy 1411,Clothing,Váy,Brand_153,118.49,72.41,37,835,1.9,3244,7.66,2025-02-20,False,2025-09-17 15:09:51.024887
PROD_00001412,Thực phẩm khô 1412,Food,Thực phẩm khô,Brand_103,749.47,391.59,9,761,2.6,1484,7.07,2022-10-20,False,2025-09-17 15:09:51.024909
PROD_00001413,Sách học 1413,Books,Sách học,Brand_51,1666.45,593.78,31,29,4.0,1863,5.34,2024-05-16,False,2025-09-17 15:09:51.024931
PROD_00001414,Laptop 1414,Electronics,Laptop,Brand_30,861.82,530.34,48,98,3.2,1068,7.15,2025-02-20,False,2025-09-17 15:09:51.024953
PROD_00001415,Rau củ 1415,Food,Rau củ,Brand_136,1002.68,399.55,32,622,1.1,4087,1.1,2023-06-08,False,2025-09-17 15:09:51.024975
PROD_00001416,Sách học 1416,Books,Sách học,Brand_39,1753.3,1118.66,1,81,4.0,1532,7.81,2024-09-10,True,2025-09-17 15:09:51.024997
PROD_00001417,Giày 1417,Clothing,Giày,Brand_79,1232.65,551.49,20,308,2.4,711,0.27,2022-10-17,False,2025-09-17 15:09:51.025019
PROD_00001418,Áo thun 1418,Clothing,Áo thun,Brand_76,1761.21,761.85,16,503,3.2,3193,0.69,2024-01-30,True,2025-09-17 15:09:51.025041
PROD_00001419,Sách kỹ năng 1419,Books,Sách kỹ năng,Brand_64,1059.33,344.07,29,410,3.3,1758,7.24,2024-11-22,True,2025-09-17 15:09:51.025064
PROD_00001420,Truyện tranh 1420,Books,Truyện tranh,Brand_131,1194.54,643.91,4,239,2.3,874,0.83,2025-07-09,True,2025-09-17 15:09:51.025087
PROD_00001421,Tablet 1421,Electronics,Tablet,Brand_88,103.98,71.61,0,211,4.5,3204,4.76,2024-08-10,False,2025-09-17 15:09:51.025110
PROD_00001422,Áo thun 1422,Clothing,Áo thun,Brand_125,391.57,131.03,11,859,4.6,3666,4.59,2025-06-11,False,2025-09-17 15:09:51.025134
PROD_00001423,Đồ uống 1423,Food,Đồ uống,Brand_8,602.58,382.66,43,788,2.7,1893,2.14,2023-05-17,False,2025-09-17 15:09:51.025156
PROD_00001424,Tablet 1424,Electronics,Tablet,Brand_10,471.03,251.63,7,452,3.2,3356,6.7,2023-01-01,False,2025-09-17 15:09:51.025179
PROD_00001425,Giày 1425,Clothing,Giày,Brand_14,1129.61,362.21,20,58,4.1,396,5.59,2024-08-25,True,2025-09-17 15:09:51.025201
PROD_00001426,Bánh kẹo 1426,Food,Bánh kẹo,Brand_148,379.37,141.56,44,231,1.8,4952,9.97,2024-09-28,True,2025-09-17 15:09:51.025224
PROD_00001427,Tiểu thuyết 1427,Books,Tiểu thuyết,Brand_67,1956.15,1307.2,38,452,3.1,4977,8.47,2024-02-01,True,2025-09-17 15:09:51.025247
PROD_00001428,Sách kỹ năng 1428,Books,Sách kỹ năng,Brand_104,13.9,7.43,1,146,1.6,4751,7.41,2023-05-03,True,2025-09-17 15:09:51.025270
PROD_00001429,Đồ nội thất 1429,Home,Đồ nội thất,Brand_93,1913.57,778.31,11,500,3.2,2301,8.19,2024-12-30,False,2025-09-17 15:09:51.025292
PROD_00001430,Giày 1430,Clothing,Giày,Brand_196,198.45,88.43,19,604,2.3,558,6.87,2024-05-29,True,2025-09-17 15:09:51.025314
PROD_00001431,Tablet 1431,Electronics,Tablet,Brand_131,1765.72,1096.0,38,848,3.3,3143,8.07,2023-01-07,False,2025-09-17 15:09:51.025337
PROD_00001432,Hoa quả 1432,Food,Hoa quả,Brand_70,1795.89,542.83,37,622,2.2,1098,7.12,2024-05-03,False,2025-09-17 15:09:51.025359
PROD_00001433,Dụng cụ nhà bếp 1433,Home,Dụng cụ nhà bếp,Brand_62,1495.3,641.41,27,633,4.6,3937,7.22,2025-07-27,True,2025-09-17 15:09:51.025381
PROD_00001434,Áo thun 1434,Clothing,Áo thun,Brand_54,293.29,108.78,6,184,2.0,3710,9.7,2025-07-11,True,2025-09-17 15:09:51.025404
PROD_00001435,Dụng cụ nhà bếp 1435,Home,Dụng cụ nhà bếp,Brand_101,1427.65,941.0,36,554,3.8,4993,5.84,2024-01-28,True,2025-09-17 15:09:51.025427
PROD_00001436,Đồ nội thất 1436,Home,Đồ nội thất,Brand_1,294.25,115.07,3,99,4.3,1765,2.31,2023-05-20,False,2025-09-17 15:09:51.025450
PROD_00001437,Áo khoác 1437,Clothing,Áo khoác,Brand_148,1451.48,693.6,24,512,3.2,853,1.29,2024-02-05,False,2025-09-17 15:09:51.025472
PROD_00001438,Dụng cụ nhà bếp 1438,Home,Dụng cụ nhà bếp,Brand_46,786.8,387.62,27,530,3.8,3872,7.71,2025-08-14,False,2025-09-17 15:09:51.025494
PROD_00001439,Dụng cụ nhà bếp 1439,Home,Dụng cụ nhà bếp,Brand_32,155.96,54.16,12,639,1.2,351,1.14,2025-04-19,True,2025-09-17 15:09:51.025516
PROD_00001440,Tablet 1440,Electronics,Tablet,Brand_109,1612.68,904.03,10,657,2.7,3737,0.36,2024-01-26,False,2025-09-17 15:09:51.025538
PROD_00001441,Đồ uống 1441,Food,Đồ uống,Brand_17,1458.03,745.37,35,258,1.7,1606,3.07,2022-12-09,True,2025-09-17 15:09:51.025560
PROD_00001442,Đồ uống 1442,Food,Đồ uống,Brand_35,1154.22,514.22,10,102,3.3,744,8.54,2025-05-06,True,2025-09-17 15:09:51.025582
PROD_00001443,Dụng cụ nhà bếp 1443,Home,Dụng cụ nhà bếp,Brand_152,402.91,125.33,18,776,4.6,647,5.04,2025-05-02,False,2025-09-17 15:09:51.025603
PROD_00001444,Camera 1444,Electronics,Camera,Brand_139,591.71,226.24,6,422,2.4,4713,3.36,2025-06-18,False,2025-09-17 15:09:51.025625
PROD_00001445,Sách kỹ năng 1445,Books,Sách kỹ năng,Brand_77,1591.19,680.58,6,276,1.5,3500,7.02,2023-07-02,False,2025-09-17 15:09:51.025668
PROD_00001446,Camera 1446,Electronics,Camera,Brand_18,347.2,238.05,34,284,2.9,1351,2.21,2024-01-26,True,2025-09-17 15:09:51.025693
PROD_00001447,Dụng cụ nhà bếp 1447,Home,Dụng cụ nhà bếp,Brand_127,1175.66,589.42,4,443,2.0,1842,3.06,2022-12-25,False,2025-09-17 15:09:51.025716
PROD_00001448,Smartphone 1448,Electronics,Smartphone,Brand_41,1389.25,830.4,4,515,1.3,1117,6.88,2023-03-23,True,2025-09-17 15:09:51.025739
PROD_00001449,Headphone 1449,Electronics,Headphone,Brand_103,1061.33,627.5,12,786,1.7,2769,8.89,2023-01-07,False,2025-09-17 15:09:51.025761
PROD_00001450,Tiểu thuyết 1450,Books,Tiểu thuyết,Brand_54,152.49,64.13,14,827,1.8,223,1.73,2025-02-20,False,2025-09-17 15:09:51.025783
PROD_00001451,Quần jean 1451,Clothing,Quần jean,Brand_130,274.53,191.12,12,842,4.1,4520,1.16,2025-05-19,True,2025-09-17 15:09:51.025805
PROD_00001452,Đồ trang trí 1452,Home,Đồ trang trí,Brand_61,1229.63,449.41,9,47,1.2,3205,1.94,2025-06-26,False,2025-09-17 15:09:51.025827
PROD_00001453,Đồ uống 1453,Food,Đồ uống,Brand_189,1094.7,730.86,30,275,4.5,2341,5.94,2024-04-15,True,2025-09-17 15:09:51.025849
PROD_00001454,Quần jean 1454,Clothing,Quần jean,Brand_62,327.25,181.26,33,962,1.7,611,7.06,2024-08-29,False,2025-09-17 15:09:51.025871
PROD_00001455,Đồ nội thất 1455,Home,Đồ nội thất,Brand_47,1797.25,1136.8,7,856,2.2,4497,6.51,2025-03-17,False,2025-09-17 15:09:51.025893
PROD_00001456,Sách kỹ năng 1456,Books,Sách kỹ năng,Brand_175,160.25,78.09,50,193,1.9,589,8.92,2025-09-03,False,2025-09-17 15:09:51.025915
PROD_00001457,Truyện tranh 1457,Books,Truyện tranh,Brand_108,1878.46,617.67,24,95,4.9,175,8.7,2023-12-08,True,2025-09-17 15:09:51.025937
PROD_00001458,Sách học 1458,Books,Sách học,Brand_38,428.32,279.6,37,457,1.8,4835,4.1,2023-03-20,False,2025-09-17 15:09:51.025959
PROD_00001459,Áo khoác 1459,Clothing,Áo khoác,Brand_185,1552.4,584.03,49,587,3.5,3509,7.44,2024-09-07,False,2025-09-17 15:09:51.025981
PROD_00001460,Áo khoác 1460,Clothing,Áo khoác,Brand_147,516.11,300.91,44,618,2.1,1772,9.32,2025-08-13,True,2025-09-17 15:09:51.026003
PROD_00001461,Tiểu thuyết 1461,Books,Tiểu thuyết,Brand_70,1649.87,799.83,35,518,1.3,1729,3.89,2022-10-13,False,2025-09-17 15:09:51.026029
PROD_00001462,Smartphone 1462,Electronics,Smartphone,Brand_176,1529.16,993.59,6,638,4.5,2535,8.49,2024-04-10,False,2025-09-17 15:09:51.026050
PROD_00001463,Rau củ 1463,Food,Rau củ,Brand_122,380.69,212.43,39,549,3.1,3985,1.45,2025-04-06,False,2025-09-17 15:09:51.026072
PROD_00001464,Quần jean 1464,Clothing,Quần jean,Brand_67,1454.81,845.64,33,870,1.2,3187,0.63,2023-05-07,False,2025-09-17 15:09:51.026094
PROD_00001465,Đồ nội thất 1465,Home,Đồ nội thất,Brand_72,913.15,323.1,43,887,2.4,3527,3.76,2023-11-20,True,2025-09-17 15:09:51.026117
PROD_00001466,Camera 1466,Electronics,Camera,Brand_28,956.99,582.28,29,627,4.2,4413,7.11,2023-09-13,False,2025-09-17 15:09:51.026139
PROD_00001467,Sách học 1467,Books,Sách học,Brand_149,1751.24,1147.32,17,734,4.7,648,6.89,2023-01-17,True,2025-09-17 15:09:51.026162
PROD_00001468,Sách kỹ năng 1468,Books,Sách kỹ năng,Brand_16,964.55,361.32,30,238,2.6,2814,8.88,2024-04-20,True,2025-09-17 15:09:51.026183
PROD_00001469,Váy 1469,Clothing,Váy,Brand_10,198.13,133.88,35,427,1.5,2010,3.11,2022-12-05,False,2025-09-17 15:09:51.026205
PROD_00001470,Hoa quả 1470,Food,Hoa quả,Brand_79,1003.62,641.18,27,346,4.9,691,4.02,2023-03-19,True,2025-09-17 15:09:51.026227
PROD_00001471,Camera 1471,Electronics,Camera,Brand_188,409.01,242.37,7,741,3.4,3032,4.1,2023-10-13,False,2025-09-17 15:09:51.026249
PROD_00001472,Áo khoác 1472,Clothing,Áo khoác,Brand_138,474.78,207.74,7,76,1.7,851,2.0,2024-12-25,False,2025-09-17 15:09:51.026271
PROD_00001473,Laptop 1473,Electronics,Laptop,Brand_193,1753.64,682.56,29,918,1.8,1568,8.71,2024-12-28,True,2025-09-17 15:09:51.026293
PROD_00001474,Sách kỹ năng 1474,Books,Sách kỹ năng,Brand_15,1559.96,823.83,31,357,1.2,4999,0.82,2023-07-01,True,2025-09-17 15:09:51.026315
PROD_00001475,Rau củ 1475,Food,Rau củ,Brand_52,1381.98,786.53,4,350,2.3,3422,2.98,2024-10-08,False,2025-09-17 15:09:51.026337
PROD_00001476,Smartphone 1476,Electronics,Smartphone,Brand_50,334.11,226.51,49,299,2.0,1804,2.12,2024-04-02,False,2025-09-17 15:09:51.026359
PROD_00001477,Đồ uống 1477,Food,Đồ uống,Brand_155,83.38,40.22,45,676,2.5,3734,8.2,2023-05-04,True,2025-09-17 15:09:51.026381
PROD_00001478,Đồ nội thất 1478,Home,Đồ nội thất,Brand_47,1063.11,629.49,20,385,4.9,786,0.65,2023-08-03,False,2025-09-17 15:09:51.026404
PROD_00001479,Hoa quả 1479,Food,Hoa quả,Brand_99,665.81,272.57,1,383,4.1,3421,6.32,2025-01-13,True,2025-09-17 15:09:51.026427
PROD_00001480,Giày 1480,Clothing,Giày,Brand_47,603.58,212.71,40,545,2.2,2665,4.02,2025-08-17,False,2025-09-17 15:09:51.026449
PROD_00001481,Quần jean 1481,Clothing,Quần jean,Brand_177,916.46,500.56,23,793,3.1,4686,8.22,2024-01-22,False,2025-09-17 15:09:51.026470
PROD_00001482,Áo khoác 1482,Clothing,Áo khoác,Brand_157,1994.15,1094.9,47,981,2.3,314,7.29,2024-11-16,True,2025-09-17 15:09:51.026492
PROD_00001483,Bánh kẹo 1483,Food,Bánh kẹo,Brand_98,1759.95,1064.73,17,355,2.3,1899,2.44,2025-02-04,True,2025-09-17 15:09:51.026514
PROD_00001484,Bánh kẹo 1484,Food,Bánh kẹo,Brand_99,1614.7,867.54,30,345,3.2,3329,8.85,2023-06-22,False,2025-09-17 15:09:51.026536
PROD_00001485,Đồ nội thất 1485,Home,Đồ nội thất,Brand_7,635.74,300.56,1,908,1.2,670,9.61,2025-09-02,False,2025-09-17 15:09:51.026557
PROD_00001486,Truyện tranh 1486,Books,Truyện tranh,Brand_172,460.58,185.79,21,615,4.1,3171,8.44,2024-05-08,False,2025-09-17 15:09:51.026579
PROD_00001487,Smartphone 1487,Electronics,Smartphone,Brand_69,611.43,364.54,15,88,4.7,40,5.69,2024-11-27,True,2025-09-17 15:09:51.026600
PROD_00001488,Rau củ 1488,Food,Rau củ,Brand_58,1467.45,603.19,38,229,4.6,338,6.78,2025-01-20,True,2025-09-17 15:09:51.026622
PROD_00001489,Dụng cụ nhà bếp 1489,Home,Dụng cụ nhà bếp,Brand_151,1834.1,1138.27,22,262,2.9,3640,3.56,2023-01-10,False,2025-09-17 15:09:51.026644
PROD_00001490,Thực phẩm khô 1490,Food,Thực phẩm khô,Brand_191,1183.79,534.09,23,624,1.7,1053,8.43,2023-05-15,True,2025-09-17 15:09:51.026665
PROD_00001491,Sách học 1491,Books,Sách học,Brand_29,293.19,144.83,39,404,2.9,2618,7.13,2024-03-19,True,2025-09-17 15:09:51.026703
PROD_00001492,Tiểu thuyết 1492,Books,Tiểu thuyết,Brand_125,324.1,210.04,3,459,4.8,1372,3.89,2023-11-13,False,2025-09-17 15:09:51.026734
PROD_00001493,Hoa quả 1493,Food,Hoa quả,Brand_3,429.67,189.21,4,547,4.1,2186,9.53,2024-02-21,False,2025-09-17 15:09:51.026759
PROD_00001494,Váy 1494,Clothing,Váy,Brand_159,913.65,430.21,26,332,1.6,3025,9.23,2024-01-09,False,2025-09-17 15:09:51.026783
PROD_00001495,Quần jean 1495,Clothing,Quần jean,Brand_183,458.0,194.51,43,218,2.5,3670,3.84,2024-02-09,True,2025-09-17 15:09:51.026806
PROD_00001496,Tablet 1496,Electronics,Tablet,Brand_14,201.23,121.58,8,457,3.1,3818,0.88,2025-02-04,True,2025-09-17 15:09:51.026829
PROD_00001497,Bánh kẹo 1497,Food,Bánh kẹo,Brand_126,1861.62,980.77,2,943,4.2,2541,7.18,2024-06-30,False,2025-09-17 15:09:51.026851
PROD_00001498,Đồ trang trí 1498,Home,Đồ trang trí,Brand_177,882.73,309.21,48,723,4.9,3799,8.97,2023-09-18,False,2025-09-17 15:09:51.026873
PROD_00001499,Rau củ 1499,Food,Rau củ,Brand_134,1288.98,876.93,43,41,4.7,2502,8.01,2025-06-03,False,2025-09-17 15:09:51.026895
PROD_00001500,Áo thun 1500,Clothing,Áo thun,Brand_114,1043.75,588.3,39,59,4.4,1526,9.86,2024-02-21,False,2025-09-17 15:09:51.026920
PROD_00001501,Tiểu thuyết 1501,Books,Tiểu thuyết,Brand_16,1506.5,760.19,19,848,3.6,3229,5.86,2024-09-09,False,2025-09-17 15:09:51.026942
PROD_00001502,Đồ trang trí 1502,Home,Đồ trang trí,Brand_135,629.82,312.83,15,160,4.0,1817,0.18,2025-08-20,False,2025-09-17 15:09:51.026965
PROD_00001503,Giày 1503,Clothing,Giày,Brand_32,694.29,472.75,6,804,3.8,3050,1.67,2024-04-25,True,2025-09-17 15:09:51.026988
PROD_00001504,Đồ uống 1504,Food,Đồ uống,Brand_86,976.66,468.94,45,983,4.5,286,0.68,2023-01-10,True,2025-09-17 15:09:51.027011
PROD_00001505,Smartphone 1505,Electronics,Smartphone,Brand_170,1118.6,702.92,37,898,4.2,591,2.17,2023-10-16,False,2025-09-17 15:09:51.027033
PROD_00001506,Quần jean 1506,Clothing,Quần jean,Brand_191,376.29,246.18,14,544,1.8,127,1.08,2023-04-14,True,2025-09-17 15:09:51.027055
PROD_00001507,Giày 1507,Clothing,Giày,Brand_53,1704.41,529.46,17,744,3.3,4934,9.69,2023-07-13,False,2025-09-17 15:09:51.027077
PROD_00001508,Smartphone 1508,Electronics,Smartphone,Brand_85,174.97,59.73,48,860,3.3,4835,2.16,2023-07-06,False,2025-09-17 15:09:51.027099
PROD_00001509,Bánh kẹo 1509,Food,Bánh kẹo,Brand_8,794.89,291.92,25,945,2.5,3240,6.16,2023-09-16,True,2025-09-17 15:09:51.027121
PROD_00001510,Đồ nội thất 1510,Home,Đồ nội thất,Brand_195,1798.68,1127.57,43,190,4.2,4094,9.18,2025-03-01,True,2025-09-17 15:09:51.027143
PROD_00001511,Áo khoác 1511,Clothing,Áo khoác,Brand_53,642.52,417.84,36,32,2.0,3384,7.57,2024-11-29,True,2025-09-17 15:09:51.027165
PROD_00001512,Camera 1512,Electronics,Camera,Brand_140,855.19,292.74,39,789,4.2,1780,5.1,2024-12-30,False,2025-09-17 15:09:51.027187
PROD_00001513,Rau củ 1513,Food,Rau củ,Brand_83,1256.44,793.43,33,410,1.9,2796,6.0,2023-06-30,True,2025-09-17 15:09:51.027209
PROD_00001514,Tablet 1514,Electronics,Tablet,Brand_140,1719.26,879.41,6,400,3.2,3747,7.31,2024-08-27,True,2025-09-17 15:09:51.027231
PROD_00001515,Dụng cụ nhà bếp 1515,Home,Dụng cụ nhà bếp,Brand_65,1528.67,1053.99,8,312,3.6,3722,0.91,2024-03-24,False,2025-09-17 15:09:51.027252
PROD_00001516,Đồ trang trí 1516,Home,Đồ trang trí,Brand_110,946.54,335.1,34,355,3.0,3637,1.31,2023-09-04,True,2025-09-17 15:09:51.027274
PROD_00001517,Rau củ 1517,Food,Rau củ,Brand_54,358.13,137.44,26,378,1.4,4581,6.62,2024-06-28,True,2025-09-17 15:09:51.027296
PROD_00001518,Đồ uống 1518,Food,Đồ uống,Brand_155,1892.29,668.4,13,347,3.3,2912,2.13,2024-08-07,True,2025-09-17 15:09:51.027318
PROD_00001519,Dụng cụ nhà bếp 1519,Home,Dụng cụ nhà bếp,Brand_161,435.1,251.29,40,310,2.2,3711,6.14,2022-12-11,False,2025-09-17 15:09:51.027340
PROD_00001520,Sách kỹ năng 1520,Books,Sách kỹ năng,Brand_72,1588.23,862.8,22,855,2.0,3833,9.98,2024-05-23,True,2025-09-17 15:09:51.027362
PROD_00001521,Bánh kẹo 1521,Food,Bánh kẹo,Brand_88,354.45,243.62,23,27,3.2,3802,2.75,2022-11-24,False,2025-09-17 15:09:51.027402
PROD_00001522,Dụng cụ nhà bếp 1522,Home,Dụng cụ nhà bếp,Brand_27,1748.37,845.34,9,678,3.0,1903,3.35,2023-12-21,True,2025-09-17 15:09:51.027432
PROD_00001523,Smartphone 1523,Electronics,Smartphone,Brand_20,1933.01,1285.66,34,404,2.9,4586,5.98,2024-10-29,True,2025-09-17 15:09:51.027459
PROD_00001524,Rau củ 1524,Food,Rau củ,Brand_73,1433.14,846.95,29,52,4.6,2801,5.6,2023-10-25,True,2025-09-17 15:09:51.027483
PROD_00001525,Hoa quả 1525,Food,Hoa quả,Brand_198,1729.38,1186.01,5,326,2.9,2021,9.99,2025-08-02,False,2025-09-17 15:09:51.027506
PROD_00001526,Sách học 1526,Books,Sách học,Brand_52,176.51,114.36,2,118,3.6,4864,5.75,2024-02-16,False,2025-09-17 15:09:51.027529
PROD_00001527,Đồ uống 1527,Food,Đồ uống,Brand_125,1608.99,962.21,8,334,1.7,3275,1.45,2023-12-17,True,2025-09-17 15:09:51.027553
PROD_00001528,Áo khoác 1528,Clothing,Áo khoác,Brand_55,449.5,247.99,36,9,1.9,2953,5.85,2022-12-07,True,2025-09-17 15:09:51.027575
PROD_00001529,Bánh kẹo 1529,Food,Bánh kẹo,Brand_94,1691.19,611.51,33,835,4.2,1581,2.07,2022-12-18,True,2025-09-17 15:09:51.027597
PROD_00001530,Sách kỹ năng 1530,Books,Sách kỹ năng,Brand_186,965.74,352.31,20,957,4.2,4443,4.79,2023-02-05,True,2025-09-17 15:09:51.027619
PROD_00001531,Sách học 1531,Books,Sách học,Brand_162,1828.11,1226.89,11,432,3.7,2233,3.51,2023-01-06,False,2025-09-17 15:09:51.027641
PROD_00001532,Truyện tranh 1532,Books,Truyện tranh,Brand_20,1628.91,828.89,47,560,2.4,4688,2.53,2025-07-05,True,2025-09-17 15:09:51.027663
PROD_00001533,Thực phẩm khô 1533,Food,Thực phẩm khô,Brand_97,752.86,389.96,28,728,4.9,4810,5.13,2024-05-26,False,2025-09-17 15:09:51.027685
PROD_00001534,Hoa quả 1534,Food,Hoa quả,Brand_168,362.19,168.93,3,813,1.7,2952,0.32,2024-04-20,True,2025-09-17 15:09:51.027707
PROD_00001535,Truyện tranh 1535,Books,Truyện tranh,Brand_32,935.04,512.79,28,525,1.9,3125,9.18,2023-12-17,False,2025-09-17 15:09:51.027728
PROD_00001536,Tablet 1536,Electronics,Tablet,Brand_53,87.66,50.47,11,290,1.6,3354,5.53,2024-08-30,False,2025-09-17 15:09:51.027750
PROD_00001537,Quần jean 1537,Clothing,Quần jean,Brand_90,1025.06,462.36,15,739,1.4,3351,5.11,2024-01-08,True,2025-09-17 15:09:51.027772
PROD_00001538,Áo thun 1538,Clothing,Áo thun,Brand_35,1409.64,467.23,34,64,3.5,4223,6.92,2023-03-03,False,2025-09-17 15:09:51.027794
PROD_00001539,Rau củ 1539,Food,Rau củ,Brand_50,510.68,332.36,21,1000,4.0,3963,5.21,2022-12-12,True,2025-09-17 15:09:51.027816
PROD_00001540,Đồ trang trí 1540,Home,Đồ trang trí,Brand_176,835.42,573.91,39,496,4.1,3743,7.29,2023-09-20,True,2025-09-17 15:09:51.027838
PROD_00001541,Hoa quả 1541,Food,Hoa quả,Brand_107,385.67,136.88,19,468,2.7,4057,9.67,2023-03-10,True,2025-09-17 15:09:51.027860
PROD_00001542,Đồ trang trí 1542,Home,Đồ trang trí,Brand_188,1734.99,1080.14,34,0,1.2,2173,8.22,2024-11-23,False,2025-09-17 15:09:51.027883
PROD_00001543,Dụng cụ nhà bếp 1543,Home,Dụng cụ nhà bếp,Brand_163,1565.99,754.56,48,19,3.2,2749,8.63,2024-07-02,False,2025-09-17 15:09:51.027905
PROD_00001544,Đồ trang trí 1544,Home,Đồ trang trí,Brand_43,669.48,202.41,20,575,1.3,4399,6.43,2025-05-30,True,2025-09-17 15:09:51.027927
PROD_00001545,Headphone 1545,Electronics,Headphone,Brand_91,1266.83,468.56,31,868,3.0,3044,8.69,2025-06-15,False,2025-09-17 15:09:51.027950
PROD_00001546,Bánh kẹo 1546,Food,Bánh kẹo,Brand_119,664.46,235.54,38,784,3.4,4336,4.61,2024-02-15,False,2025-09-17 15:09:51.027974
PROD_00001547,Dụng cụ nhà bếp 1547,Home,Dụng cụ nhà bếp,Brand_152,1823.84,1208.78,9,853,4.8,671,3.29,2022-11-02,True,2025-09-17 15:09:51.027996
PROD_00001548,Quần jean 1548,Clothing,Quần jean,Brand_184,1412.95,797.29,49,411,4.0,45,5.05,2023-09-22,True,2025-09-17 15:09:51.028019
PROD_00001549,Đồ trang trí 1549,Home,Đồ trang trí,Brand_137,1638.8,788.31,19,282,3.9,4203,4.95,2024-06-04,True,2025-09-17 15:09:51.028042
PROD_00001550,Headphone 1550,Electronics,Headphone,Brand_19,301.09,140.23,0,819,3.5,3819,6.57,2024-11-01,False,2025-09-17 15:09:51.028064
