transaction_id,customer_id,transaction_date,product_category,product_name,quantity,unit_price,total_amount,currency,payment_method,payment_status,shipping_cost,tax_amount,discount_amount,order_source,customer_segment,source,extracted_at
TXN_20251001_001132,CUST_00000266,2025-05-10T21:55:24.585956,Electronics,Electronics Product 5516,3,1616.53,5151.7,USD,PayPal,Pending,5.67,387.97,91.53,Phone,VIP,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.585963
TXN_20251001_001133,VN_CUST_000602,2025-01-25T21:55:24.585968,Mobile,Electronics Product 2562,4,238.11,1010.35,USD,Cash,Pending,15.43,76.2,33.72,Web,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.585975
TXN_20251001_001134,CUST_00000667,2025-09-19T21:55:24.585984,Computing,Electronics Product 9467,5,194.4,989.47,USD,Bank Transfer,Pending,15.17,77.76,75.46,Phone,VIP,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.585989
TXN_20251001_001135,CUST_00000444,2024-10-22T21:55:24.585994,Mobile,Electronics Product 4713,3,572.0,1806.76,USD,Bank Transfer,Pending,31.54,137.28,78.06,Web,Occasional,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.586003
TXN_20251001_001136,CUST_00000596,2025-09-08T21:55:24.586007,Mobile,Electronics Product 2671,4,605.25,2612.09,USD,PayPal,Completed,7.97,193.68,10.56,Phone,Occasional,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.586012
TXN_20251001_001137,VN_CUST_000926,2024-12-31T21:55:24.586017,Mobile,Electronics Product 2740,5,1639.21,8891.76,USD,Credit Card,Completed,41.25,655.68,1.22,Phone,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.586022
TXN_20251001_001138,CUST_00000872,2024-11-06T21:55:24.586026,Audio,Electronics Product 9191,4,888.65,3770.64,USD,Bank Transfer,Pending,31.35,284.37,99.68,Mobile App,Occasional,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.586031
TXN_20251001_001139,CUST_00000579,2024-12-17T21:55:24.586036,Electronics,Electronics Product 6411,5,504.59,2706.28,USD,PayPal,Failed,27.04,201.84,45.55,Phone,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.586043
TXN_20251001_001140,VN_CUST_000665,2025-04-15T21:55:24.586048,Computing,Electronics Product 8504,3,1117.67,3594.03,USD,Cash,Completed,11.87,268.24,39.09,Store,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.586314
TXN_20251001_001141,VN_CUST_000181,2025-03-17T21:55:24.586376,Computing,Electronics Product 5537,2,1616.9,3482.71,USD,Credit Card,Pending,28.49,258.7,38.28,Web,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.586402
TXN_20251001_001142,VN_CUST_000886,2024-12-30T21:55:24.586421,Mobile,Electronics Product 6759,4,172.34,745.11,USD,Credit Card,Completed,45.85,55.15,45.25,Mobile App,High_Value,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.586432
TXN_20251001_001143,CUST_00000056,2025-07-21T21:55:24.586440,Mobile,Electronics Product 3238,3,1577.44,5065.64,USD,Bank Transfer,Completed,24.13,378.59,69.4,Mobile App,Occasional,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.586448
TXN_20251001_001144,CUST_00000551,2025-06-18T21:55:24.586457,Computing,Electronics Product 8721,4,938.97,4024.05,USD,Cash,Completed,7.63,300.47,39.93,Mobile App,New,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.586465
TXN_20251001_001145,CUST_00000050,2025-07-25T21:55:24.586473,Electronics,Electronics Product 6546,1,1256.48,1362.22,USD,PayPal,Pending,25.75,100.52,20.53,Store,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.586485
TXN_20251001_001146,CUST_00000766,2025-03-25T21:55:24.586493,Gaming,Electronics Product 6039,1,1792.46,1961.68,USD,Bank Transfer,Failed,47.56,143.4,21.74,Mobile App,Occasional,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.586501
TXN_20251001_001147,VN_CUST_000537,2025-09-15T21:55:24.586508,Computing,Electronics Product 3745,2,143.78,287.54,USD,Credit Card,Failed,28.86,23.0,51.88,Phone,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.586516
TXN_20251001_001148,VN_CUST_000674,2025-05-31T21:55:24.586536,Computing,Electronics Product 5226,3,1885.31,6121.87,USD,Credit Card,Completed,39.26,452.47,25.79,Web,High_Value,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.586556
TXN_20251001_001149,CUST_00000982,2025-09-27T21:55:24.586581,Mobile,Electronics Product 1106,1,1299.13,1352.73,USD,Cash,Completed,7.81,103.93,58.14,Web,VIP,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.586590
TXN_20251001_001150,VN_CUST_000391,2025-04-19T21:55:24.586597,Computing,Electronics Product 6499,4,1900.95,8194.74,USD,Bank Transfer,Completed,15.93,608.3,33.29,Store,Premium,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.586603
TXN_20251001_001151,VN_CUST_000832,2024-10-17T21:55:24.586608,Mobile,Electronics Product 4803,5,1752.83,9499.99,USD,Credit Card,Pending,37.81,701.13,3.1,Store,High_Value,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.586614
TXN_20251001_001152,VN_CUST_000426,2025-09-29T21:55:24.586619,Mobile,Electronics Product 7604,4,933.51,3952.27,USD,Bank Transfer,Failed,11.68,298.72,92.17,Phone,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.586625
TXN_20251001_001153,CUST_00000888,2025-03-18T21:55:24.586630,Mobile,Electronics Product 8501,1,966.65,1045.47,USD,Cash,Completed,46.31,77.33,44.82,Store,New,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.586635
TXN_20251001_001154,VN_CUST_000268,2025-06-10T21:55:24.586639,Computing,Electronics Product 1787,2,1639.97,3525.38,USD,PayPal,Failed,20.44,262.4,37.4,Store,High_Value,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.586644
TXN_20251001_001155,VN_CUST_000116,2025-02-28T21:55:24.586649,Audio,Electronics Product 6265,5,1610.87,8664.33,USD,Credit Card,Pending,47.84,644.35,82.21,Store,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.586657
TXN_20251001_001156,VN_CUST_000221,2025-02-27T21:55:24.586661,Mobile,Electronics Product 7730,2,1636.52,3494.44,USD,Cash,Completed,8.58,261.84,49.02,Web,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.586667
TXN_20251001_001157,VN_CUST_000033,2025-04-18T21:55:24.586672,Gaming,Electronics Product 6814,3,744.66,2407.27,USD,PayPal,Failed,24.5,178.72,29.93,Store,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.586679
TXN_20251001_001158,VN_CUST_000525,2025-01-02T21:55:24.586684,Gaming,Electronics Product 5400,2,190.14,328.85,USD,Bank Transfer,Pending,5.1,30.42,86.95,Mobile App,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.586690
TXN_20251001_001159,VN_CUST_000352,2025-08-06T21:55:24.586695,Audio,Electronics Product 9031,3,505.91,1645.1,USD,PayPal,Completed,36.12,121.42,30.17,Web,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.586701
TXN_20251001_001160,VN_CUST_000016,2025-01-17T21:55:24.586706,Computing,Electronics Product 6628,2,1138.02,2386.73,USD,PayPal,Completed,11.64,182.08,83.03,Store,Premium,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.586714
TXN_20251001_001161,CUST_00000347,2024-12-18T21:55:24.586720,Gaming,Electronics Product 9357,2,782.05,1621.88,USD,Cash,Pending,22.15,125.13,89.5,Phone,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.586729
TXN_20251001_001162,CUST_00000077,2024-12-28T21:55:24.586736,Gaming,Electronics Product 9757,3,770.97,2482.33,USD,Bank Transfer,Completed,37.14,185.03,52.75,Mobile App,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.586742
TXN_20251001_001163,CUST_00000628,2025-01-18T21:55:24.586748,Gaming,Electronics Product 3219,5,1802.6,9752.89,USD,Bank Transfer,Pending,40.12,721.04,21.27,Phone,VIP,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.586753
TXN_20251001_001164,VN_CUST_000741,2024-10-14T21:55:24.586758,Mobile,Electronics Product 1917,2,1361.95,2951.75,USD,PayPal,Pending,41.26,217.91,31.32,Mobile App,High_Value,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.586764
TXN_20251001_001165,CUST_00000314,2025-02-26T21:55:24.586769,Computing,Electronics Product 7385,1,55.27,24.49,USD,PayPal,Pending,22.02,4.42,57.22,Mobile App,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.586775
TXN_20251001_001166,CUST_00000614,2024-10-20T21:55:24.586780,Mobile,Electronics Product 6480,1,1769.32,1925.45,USD,Cash,Completed,46.47,141.55,31.89,Mobile App,Occasional,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.586785
TXN_20251001_001167,VN_CUST_000541,2025-09-15T21:55:24.586790,Computing,Electronics Product 5595,2,1337.97,2851.79,USD,Bank Transfer,Pending,38.77,214.08,77.0,Mobile App,High_Value,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.586795
TXN_20251001_001168,CUST_00000085,2025-01-12T21:55:24.586799,Electronics,Electronics Product 8700,3,1794.61,5804.53,USD,Credit Card,Failed,38.3,430.71,48.31,Web,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.586804
TXN_20251001_001169,CUST_00000554,2024-12-13T21:55:24.586809,Mobile,Electronics Product 8895,1,1121.92,1213.88,USD,PayPal,Completed,19.58,89.75,17.37,Store,New,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.586814
TXN_20251001_001170,CUST_00000940,2024-12-24T21:55:24.586818,Mobile,Electronics Product 2356,3,345.19,1059.68,USD,PayPal,Completed,16.03,82.85,74.77,Mobile App,VIP,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.586824
TXN_20251001_001171,VN_CUST_000304,2024-10-30T21:55:24.586829,Computing,Electronics Product 4568,1,1802.55,1913.17,USD,PayPal,Failed,24.14,144.2,57.72,Mobile App,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.586834
TXN_20251001_001172,VN_CUST_000816,2025-02-24T21:55:24.586839,Electronics,Electronics Product 8988,1,557.98,579.99,USD,Cash,Completed,7.32,44.64,29.95,Phone,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.586844
TXN_20251001_001173,VN_CUST_000222,2025-06-03T21:55:24.586849,Gaming,Electronics Product 6239,3,966.98,3138.27,USD,Bank Transfer,Pending,49.16,232.08,43.91,Store,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.586854
TXN_20251001_001174,CUST_00000817,2025-02-15T21:55:24.586859,Audio,Electronics Product 7300,2,296.69,606.67,USD,Bank Transfer,Pending,19.43,47.47,53.61,Store,New,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.586864
TXN_20251001_001175,VN_CUST_000220,2025-03-11T21:55:24.586869,Gaming,Electronics Product 5670,2,1989.25,4314.1,USD,Cash,Pending,33.86,318.28,16.54,Phone,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.586876
TXN_20251001_001176,VN_CUST_000841,2025-01-08T21:55:24.586881,Mobile,Electronics Product 4934,2,440.65,888.65,USD,PayPal,Completed,22.98,70.5,86.13,Mobile App,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.586886
TXN_20251001_001177,VN_CUST_000421,2025-06-15T21:55:24.586892,Computing,Electronics Product 4281,4,485.06,2039.17,USD,Cash,Pending,19.08,155.22,75.37,Store,Premium,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.586899
TXN_20251001_001178,VN_CUST_000411,2025-01-22T21:55:24.586905,Gaming,Electronics Product 6228,2,696.8,1500.21,USD,Bank Transfer,Failed,40.04,111.49,44.92,Web,High_Value,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.586910
TXN_20251001_001179,CUST_00000437,2024-12-27T21:55:24.586915,Audio,Electronics Product 7203,2,1726.88,3760.16,USD,Credit Card,Failed,39.51,276.3,9.41,Mobile App,Occasional,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.586920
TXN_20251001_001180,VN_CUST_000079,2025-06-12T21:55:24.586925,Computing,Electronics Product 1899,2,431.64,906.07,USD,Bank Transfer,Failed,16.66,69.06,42.93,Mobile App,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.586930
TXN_20251001_001181,VN_CUST_000483,2024-11-13T21:55:24.586937,Gaming,Electronics Product 7514,2,1935.81,4109.05,USD,Credit Card,Failed,10.18,309.73,82.48,Web,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.586943
TXN_20251001_001182,VN_CUST_000475,2025-05-03T21:55:24.586948,Audio,Electronics Product 8044,2,675.5,1472.68,USD,Credit Card,Failed,38.69,108.08,25.09,Mobile App,High_Value,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.586954
TXN_20251001_001183,VN_CUST_000451,2025-09-25T21:55:24.586962,Gaming,Electronics Product 1802,5,990.24,5329.54,USD,Credit Card,Failed,22.69,396.1,40.45,Mobile App,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.586967
TXN_20251001_001184,CUST_00000964,2025-02-19T21:55:24.586973,Mobile,Electronics Product 2026,2,1214.6,2629.63,USD,Credit Card,Failed,25.65,194.34,19.56,Store,New,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.586982
TXN_20251001_001185,CUST_00000965,2025-03-20T21:55:24.586986,Computing,Electronics Product 9390,5,806.37,4279.22,USD,PayPal,Pending,20.36,322.55,95.54,Web,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.586995
TXN_20251001_001186,CUST_00000825,2025-03-07T21:55:24.587001,Mobile,Electronics Product 6665,5,542.6,2925.87,USD,Bank Transfer,Failed,28.27,217.04,32.44,Mobile App,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.587006
TXN_20251001_001187,VN_CUST_000071,2025-06-19T21:55:24.587011,Audio,Electronics Product 8756,5,902.51,4796.85,USD,PayPal,Failed,22.23,361.0,98.93,Web,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.587019
TXN_20251001_001188,VN_CUST_000939,2025-03-19T21:55:24.587028,Mobile,Electronics Product 2783,2,348.93,771.99,USD,PayPal,Failed,33.97,55.83,15.67,Mobile App,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.587041
TXN_20251001_001189,VN_CUST_000810,2025-09-23T21:55:24.587049,Electronics,Electronics Product 3004,4,980.2,4216.68,USD,Bank Transfer,Pending,41.93,313.66,59.71,Phone,High_Value,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.587054
TXN_20251001_001190,VN_CUST_000706,2025-04-29T21:55:24.587062,Audio,Electronics Product 1409,2,1423.24,3075.41,USD,Cash,Pending,26.29,227.72,25.08,Store,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.587068
TXN_20251001_001191,VN_CUST_000134,2025-06-09T21:55:24.587072,Computing,Electronics Product 8034,1,235.58,215.34,USD,PayPal,Pending,32.28,18.85,71.37,Web,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.587078
TXN_20251001_001192,VN_CUST_000348,2025-02-10T21:55:24.587082,Mobile,Electronics Product 8326,1,1303.83,1413.03,USD,Bank Transfer,Completed,28.99,104.31,24.1,Phone,High_Value,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.587090
TXN_20251001_001193,VN_CUST_000938,2024-10-12T21:55:24.587096,Electronics,Electronics Product 5313,4,649.17,2840.51,USD,PayPal,Completed,46.69,207.73,10.59,Store,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.587107
TXN_20251001_001194,VN_CUST_000524,2025-02-17T21:55:24.587112,Audio,Electronics Product 9518,1,457.45,486.31,USD,Credit Card,Completed,25.23,36.6,32.97,Web,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.587117
TXN_20251001_001195,CUST_00000612,2024-11-09T21:55:24.587123,Electronics,Electronics Product 1016,3,351.88,1097.39,USD,Credit Card,Completed,43.65,84.45,86.35,Web,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.587129
TXN_20251001_001196,VN_CUST_000620,2025-07-18T21:55:24.587134,Audio,Electronics Product 7420,1,1863.78,1970.31,USD,Cash,Failed,12.32,149.1,54.89,Mobile App,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.587140
TXN_20251001_001197,CUST_00000907,2025-09-03T21:55:24.587145,Computing,Electronics Product 1217,2,220.82,445.26,USD,Credit Card,Completed,33.86,35.33,65.57,Store,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.587151
TXN_20251001_001198,CUST_00000285,2025-02-23T21:55:24.587158,Mobile,Electronics Product 9430,2,372.79,807.24,USD,Credit Card,Failed,13.83,59.65,11.82,Phone,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.587168
TXN_20251001_001199,VN_CUST_000522,2025-07-23T21:55:24.587174,Electronics,Electronics Product 8824,5,1286.34,6958.99,USD,Credit Card,Completed,49.55,514.54,36.8,Mobile App,High_Value,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.587181
TXN_20251001_001200,VN_CUST_000668,2024-10-21T21:55:24.587186,Electronics,Electronics Product 6195,3,1261.02,4081.06,USD,Bank Transfer,Pending,20.52,302.64,25.16,Phone,High_Value,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.587192
TXN_20251001_001201,VN_CUST_000771,2025-07-24T21:55:24.587197,Audio,Electronics Product 9715,5,487.04,2566.96,USD,Bank Transfer,Pending,11.45,194.82,74.51,Mobile App,Premium,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.587202
TXN_20251001_001202,VN_CUST_000627,2024-11-04T21:55:24.587208,Audio,Electronics Product 6738,2,1220.9,2595.13,USD,Bank Transfer,Failed,22.02,195.34,64.03,Phone,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.587217
TXN_20251001_001203,CUST_00000061,2025-05-30T21:55:24.587225,Electronics,Electronics Product 6427,5,788.89,4203.07,USD,Cash,Failed,34.54,315.56,91.48,Store,New,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.587234
TXN_20251001_001204,VN_CUST_000225,2025-08-06T21:55:24.587319,Gaming,Electronics Product 6417,2,959.4,2089.2,USD,PayPal,Completed,35.42,153.5,18.52,Web,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.587334
TXN_20251001_001205,CUST_00000722,2025-04-24T21:55:24.587346,Electronics,Electronics Product 5571,4,1787.48,7710.27,USD,PayPal,Completed,7.25,571.99,18.89,Mobile App,VIP,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.587387
TXN_20251001_001206,CUST_00000593,2024-12-05T21:55:24.587398,Gaming,Electronics Product 3946,5,802.52,4362.02,USD,Credit Card,Completed,41.47,321.01,13.06,Phone,Occasional,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.587406
TXN_20251001_001207,CUST_00000800,2024-12-19T21:55:24.587411,Computing,Electronics Product 3395,1,699.97,738.14,USD,Credit Card,Pending,47.78,56.0,65.61,Mobile App,VIP,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.587421
TXN_20251001_001208,VN_CUST_000317,2025-01-29T21:55:24.587429,Mobile,Electronics Product 6834,1,1075.4,1131.96,USD,Credit Card,Pending,11.78,86.03,41.25,Store,High_Value,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.587438
TXN_20251001_001209,CUST_00000231,2024-11-10T21:55:24.587443,Audio,Electronics Product 3075,2,1909.6,4138.35,USD,PayPal,Completed,23.48,305.54,9.87,Phone,New,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.587449
TXN_20251001_001210,CUST_00000821,2025-06-28T21:55:24.587454,Mobile,Electronics Product 3134,4,341.84,1448.12,USD,PayPal,Pending,37.76,109.39,66.39,Phone,New,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.587460
TXN_20251001_001211,CUST_00000163,2025-09-17T21:55:24.587464,Computing,Electronics Product 2995,2,470.92,980.16,USD,Bank Transfer,Pending,14.72,75.35,51.75,Web,Occasional,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.587473
TXN_20251001_001212,VN_CUST_000061,2025-05-23T21:55:24.587478,Electronics,Electronics Product 2069,4,398.85,1726.07,USD,Credit Card,Completed,27.17,127.63,24.13,Store,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.587485
TXN_20251001_001213,CUST_00000661,2025-02-27T21:55:24.587492,Audio,Electronics Product 9231,5,686.79,3687.8,USD,Bank Transfer,Completed,15.31,274.72,36.18,Phone,VIP,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.587498
TXN_20251001_001214,CUST_00000698,2025-02-03T21:55:24.587506,Electronics,Electronics Product 1272,1,562.2,614.66,USD,Bank Transfer,Completed,8.89,44.98,1.41,Store,VIP,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.587515
TXN_20251001_001215,CUST_00000603,2024-12-30T21:55:24.587522,Gaming,Electronics Product 6226,4,1481.86,6371.81,USD,Bank Transfer,Pending,20.87,474.2,50.7,Store,New,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.587529
TXN_20251001_001216,CUST_00000852,2025-08-09T21:55:24.587534,Audio,Electronics Product 9216,4,1381.4,5960.13,USD,PayPal,Failed,19.37,442.05,26.89,Store,Occasional,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.587540
TXN_20251001_001217,CUST_00000661,2024-10-28T21:55:24.587654,Electronics,Electronics Product 4200,5,442.91,2352.98,USD,Bank Transfer,Pending,45.42,177.16,84.15,Mobile App,VIP,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.587664
TXN_20251001_001218,CUST_00000005,2025-08-02T21:55:24.587670,Electronics,Electronics Product 8655,5,1622.95,8772.77,USD,Bank Transfer,Pending,9.42,649.18,0.58,Web,VIP,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.587677
TXN_20251001_001219,CUST_00000639,2025-02-02T21:55:24.587682,Audio,Electronics Product 7223,5,1948.82,10465.18,USD,PayPal,Completed,29.8,779.53,88.25,Web,New,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.587694
TXN_20251001_001220,VN_CUST_000197,2024-12-18T21:55:24.587703,Electronics,Electronics Product 7084,2,1533.54,3226.98,USD,PayPal,Completed,10.75,245.37,96.22,Mobile App,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.587709
TXN_20251001_001221,VN_CUST_000825,2025-05-03T21:55:24.587714,Audio,Electronics Product 7560,3,788.49,2491.9,USD,Credit Card,Failed,35.23,189.24,98.04,Phone,High_Value,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.587720
TXN_20251001_001222,CUST_00000846,2024-10-30T21:55:24.587724,Computing,Electronics Product 6755,3,259.54,770.47,USD,Cash,Pending,21.31,62.29,91.75,Phone,New,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.587729
TXN_20251001_001223,VN_CUST_000449,2025-09-03T21:55:24.587734,Computing,Electronics Product 2253,5,160.16,884.37,USD,Credit Card,Failed,42.94,64.06,23.43,Phone,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.587740
TXN_20251001_001224,VN_CUST_000863,2025-07-03T21:55:24.587745,Electronics,Electronics Product 3071,1,1097.78,1209.45,USD,PayPal,Pending,34.38,87.82,10.53,Store,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.587751
TXN_20251001_001225,CUST_00000027,2025-09-10T21:55:24.587756,Mobile,Electronics Product 3198,3,1921.15,6181.86,USD,Credit Card,Completed,19.8,461.08,62.47,Phone,VIP,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.587766
TXN_20251001_001226,VN_CUST_000309,2025-02-24T21:55:24.587773,Audio,Electronics Product 9470,3,1905.77,6144.43,USD,Bank Transfer,Pending,17.96,457.38,48.22,Mobile App,Premium,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.587781
TXN_20251001_001227,VN_CUST_000454,2024-11-19T21:55:24.587837,Gaming,Electronics Product 8664,4,1592.4,6789.43,USD,Bank Transfer,Failed,9.03,509.57,98.77,Store,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.587860
TXN_20251001_001228,CUST_00000336,2025-09-17T21:55:24.587871,Computing,Electronics Product 9388,3,1694.16,5506.28,USD,Cash,Pending,25.67,406.6,8.47,Mobile App,VIP,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.587879
TXN_20251001_001229,VN_CUST_000202,2025-07-24T21:55:24.587885,Mobile,Electronics Product 2496,2,948.49,1987.61,USD,PayPal,Failed,30.26,151.76,91.39,Store,Premium,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.587891
TXN_20251001_001230,CUST_00000975,2024-12-12T21:55:24.587896,Gaming,Electronics Product 2262,4,1026.74,4362.14,USD,Cash,Completed,23.84,328.56,97.22,Phone,New,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.587902
TXN_20251001_001231,VN_CUST_000532,2025-04-05T21:55:24.587907,Gaming,Electronics Product 5801,4,275.95,1185.91,USD,Cash,Failed,23.27,88.3,29.46,Store,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.587913
TXN_20251001_001232,CUST_00000422,2025-07-27T21:55:24.587917,Audio,Electronics Product 5719,4,1263.69,5463.53,USD,Bank Transfer,Completed,42.53,404.38,38.14,Phone,New,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.587923
TXN_20251001_001233,VN_CUST_000761,2024-11-19T21:55:24.587928,Computing,Electronics Product 7105,3,79.01,261.76,USD,Credit Card,Pending,7.58,18.96,1.81,Mobile App,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.587933
TXN_20251001_001234,VN_CUST_000662,2025-02-18T21:55:24.587939,Audio,Electronics Product 8201,4,1352.77,5865.04,USD,Cash,Completed,34.27,432.89,13.2,Store,High_Value,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.587945
TXN_20251001_001235,CUST_00000220,2024-10-02T21:55:24.587949,Gaming,Electronics Product 2112,1,970.81,983.04,USD,Credit Card,Completed,6.75,77.66,72.18,Mobile App,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.587955
TXN_20251001_001236,VN_CUST_000177,2024-12-25T21:55:24.587960,Audio,Electronics Product 3653,2,129.9,305.2,USD,Credit Card,Completed,39.52,20.78,14.9,Web,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.587966
TXN_20251001_001237,VN_CUST_000096,2024-12-30T21:55:24.587971,Electronics,Electronics Product 7608,3,1409.33,4553.08,USD,Credit Card,Pending,49.41,338.24,62.56,Phone,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.587976
TXN_20251001_001238,CUST_00000837,2025-01-15T21:55:24.587980,Electronics,Electronics Product 3663,2,179.13,366.47,USD,Cash,Failed,23.01,28.66,43.46,Store,Occasional,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.587986
TXN_20251001_001239,VN_CUST_000981,2024-10-10T21:55:24.587990,Computing,Electronics Product 8124,1,384.68,366.89,USD,Cash,Failed,39.39,30.77,87.95,Store,Premium,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.587995
TXN_20251001_001240,CUST_00000774,2024-12-19T21:55:24.588000,Electronics,Electronics Product 9675,4,1999.37,8633.05,USD,PayPal,Pending,41.05,639.8,45.28,Store,Regular,Synthetic_Realistic_Patterns,2025-10-01T21:55:24.588005
