review_id,global_product_id,review_text,rating,review_length,sentiment_label,created_at
lazada_lazada_rev_b8091664,lazada_1847358585,"tai nghe nhìn bên ngoài khá đẹp ,âm thanh nghe khá hay nhưng chơi game bị trễ nên tốt nhất nên nghe nhạc thôi",5.0,109,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_b95d4895,lazada_2325669202,"Sạc từ hôm qua tới giờ pin chỉ có 94% không lên hơn được như vậy phải làm sao,mặt kiếng mới nhưng có vẽ bị trầy xướt ???",5.0,120,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_ba7766f1,lazada_1487144523,"Tai nghe rõ, tốt. Nhắn tin shop ko trả lời nên cũng ko đc lịch sự lắm",5.0,69,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_bdae1303,lazada_1707015122,tai nghe nghe được nhưng không hay âm thanh bị nhỏ,5.0,50,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_bebf7372,lazada_2329499647,"nhận hàng đẹp đúng ý, nghe êm tay âm thanh ấm đeo cả ngày k bị đau tay pin trâu nữa nghe gần nửa ngày mới hết, với tam giá này thì nên mua nhe mn",5.0,145,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_bf4f46fd,lazada_1310728761,"Tai nghe đẹp nghe nhạc sướng lắm, hỗ trợ míc tốt. Giao hàng uy tín",5.0,66,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_bf72c528,lazada_290654971,giao hàng nhanh trong 24h đã có... đang charge chưa sử dụng được chưa biết thế nào....,5.0,86,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_c55e01d4,lazada_2395409425,"giao hàng nhanh. Sản phẩm đẹp, giống với mô tả. Lấy tai nghe ra khỏi hộp là tự bật bluetooth. Không có kết nói riêng với từng bên tai nghe mà lấy 1 cái ra là kết nối với cả 2 bên luôn. Độ trễ âm thanh thấp. Có điều tai nghe không chống ồn nha. Nhưng nhìn chung mình thấy sản phẩm rất tốt",5.0,287,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_c6fe15c3,lazada_2530567131,chất lượng sản phẩm của mình là người lớn tuổi hơn mình thì mình nghĩ là do người nhà của chị ấy có thể không phải vì thế nên mới bị kiện thì kiện 2,5.0,148,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_c963f1c7,lazada_1800925386,Hàng đúng mô tả. thời gian giao hàng nhanh chóng,5.0,48,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_d1ab8169,lazada_1341823195,"Hàng chất lượng, đúng như hình, shop đóng gói cẩn thận, cám ơn shop và luôn ủng hộ shop",5.0,87,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_d6bf2f2c,lazada_2033673129,"Tai nghe xịn lắm mn ơi, nghe êm tai lắm, ôm vừa tai chứ ko bị bé như những loại khác nên ko bị đau. Có kèm có dây sạc và dây kết nối máy tính luôn nha",5.0,150,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_d70e22a9,lazada_2615050330,"Tôi đặt màu xám nhưng họ gửi cho tôi màu hồng. Tôi là con trai, giờ tôi phải sử dụng cái này như thế nào.",5.0,105,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_ddb332a4,lazada_3194574459,"Loại tai nghe vòng sau tai này rất thích hợp để dùng với máy tính bàn và cắm vào bảng trước của máy. Dù không dùng đến mic nhưng nên chọn loại có hai đầu cắm. Khi cần chuyển sang loa ngoài, có thể rút đầu cắm âm thanh một chút, còn đầu cắm mic thì giữ cho dây tai nghe không bị tuột.",5.0,283,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_e2472e1c,lazada_2660978137,"Âm thanh ổn treble độ rung cao, bass ấm và thực. Chất liệu da đeo thoải mái và thoáng hơi , ko bị rít",5.0,101,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_e9f2fa06,lazada_1366389378,A接口有，B接口没有？为什么？,5.0,15,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_ec3ee567,lazada_2319239469,Sound Quality:,5.0,14,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_f85bb323,lazada_2603258160,đẹp! chưa sử dụng nên chưa nói chất lượng.,5.0,42,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_f911d1da,lazada_2633001743,🔋Battery Life:,5.0,14,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_fef338a8,lazada_2320981086,"Tôi có thêm hai loại tai nghe. Nhưng đối với một số người, âm thanh không tốt, trong khi những người khác được thải ra trong 4 giờ. Tôi đã đeo những chiếc tai nghe này trong 12 giờ và vẫn còn 50% phí. Tai nghe cũng vừa vặn với đầu và có chất lượng âm thanh tốt.",5.0,261,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_01fec5d3,lazada_1936946754,"hỏi thì shop nói có box,mà cái tai nghe chính hãng mà giao coi chán kh chứ,mô tả là bh với box,nhưng kh biết sau này có đc bh hay kh,nt hỏi thì kh thấy shop trả lời,săn sale nên tạm chấp nhận chứ bỏ 600k ra mua chắc tức chết,trừ 1 sao kh có box mà dám nói có",5.0,258,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_02020a8e,lazada_3164892695,Giao hàng đúng mẫu. Test thấy ok lắm nha cả nhà. Âm thanh thì không lớn nha cả nhà. Vừa nghe thôi. Bật hết mức thì cũng ko thấy rè. Pin thì để test thử mới đánh giá được. Săn sales giá rẻ. Rất hài lòng,5.0,201,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_0405331d,lazada_260275079,"giao đúng mẫu và giao nhanh, tai nghe nghe êm, loa mic cũng👍",5.0,60,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_07e1df62,lazada_1524190647,"Chất lượng sản phẩm: Chất lượng tốt Đúng với mô tả: Đúng như mo tả Rất ưng ý với sản phẩm, có dịp sẽ còn ủng hộ shop. Y như hình ,sảm phẩm tốt giá rẽ nên mua...nói chung được ok ok ok",5.0,183,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_0b12deda,lazada_291488121,Shop giao hàng nhanh và đóng gói cẩn thận. Sản phẩm đúng như mô tả. Âm thanh nghe tốt. Kết nối Bluetooth tốt trong phạm vi 8m ko có vách chắn. Pin thì sạc đầy sử dụng liên tục 3h vẫn còn. Sản phẩm tốt trong tầm giá.,5.0,215,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_0bccd097,lazada_2919785146,🔋Battery Life:,5.0,14,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_119423c2,lazada_1501004043,shop ơi tai nghe xin quá ạ thiết kế đẹp mắt chất lượng âm thanh ổn định tốc độ truyền âm nhanh chơi game đã lắm ạ,5.0,113,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_16f78f46,lazada_260263917,"Sp tốt, cải thiện sức khỏe, sẽ ủng hộ cho shop, lần sau sẽ quay lại mua",5.0,71,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_17e3db97,lazada_1620564172,Mình mua để học phát âm tiếng Anh vì mô tả có micro HD. Thử thì đúng vậy. Nghe lại phần phát âm của chính mình rất nét. Nghe tin tức thời sự cũng rất rõ. Miếng đệm đều 2 bên và rất êm. Hơn cả mong đợi.,5.0,201,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_1b098f9a,lazada_2611210533,"Màu trắng nhìn khá đẹp, cầm chắc tay, mới test thử nghe âm thanh cũng khá ok trong không gian yên tĩnh nhưng phải mở âm lượng khá lớn thì nghe mới rõ, chưa test ngoài trời. Đeo vành tai chưa quen nên thấy hơi cấn cấn, được cái vẫn nghe được âm thanh xung quanh. Bền hay không thì dùng thời gian nữa mới biết",5.0,307,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_1bf9fc9b,lazada_1341752572,"Tai nghe chuẩn giá cả rẻ hơn giá thị trường , shop tư vẫn nhiệt tình , rất ưng ý , rất là ok",5.0,92,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_262f8c06,lazada_2730125252,"Chất lượng âm thanh ấn tượng, Vật liệu bền và chất lượng cao, Dễ sử dụng và điều khiển, Thiết kế mượt mà và phong cách,",5.0,119,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_30889f9e,lazada_3204704241,"Các thương hiệu khác cần tải ứng dụng tai nghe vivo mới điều chỉnh được âm thanh, các thứ khác thì ổn.",5.0,102,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_383c1b34,lazada_2847890025,👜Portability:,5.0,13,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_393dd5b0,lazada_1217998955,"Chất lượng sản phẩm tuyệt vời, hàng về rất nhanh, shop phục vụ nhiệt tình, giao đúng mẫu mã đã chọn !",5.0,101,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_39e3e12a,lazada_2847890025,"Sản phẩm tốt, được đóng gói cẩn thận, rất hài lòng. Cửa hàng này thật tuyệt!",5.0,76,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_3d9c4957,lazada_2719866288,"Sản phẩm đúng như quảng cáo. Đây là cái thứ 2 rồi. Sử dụng để làm màn hình trộn âm thanh chuyên nghiệp. Âm thanh tốt, rõ ràng, sâu lắng, giá cả không đắt, vận chuyển mất một chút thời gian vì gửi từ Trung Quốc.",5.0,210,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_49e28adb,lazada_2615050330,Tai nghe tốt trong tầm giá,5.0,26,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_4d88b41a,lazada_2117479675,"🔋Thời gian sử dụng pin: Thời gian sử dụng pin rất tốt, sạc 2-3 giờ trong suốt thời gian làm việc, có đủ năng lượng để sử dụng suốt cả đêm cho đến sáng hôm sau mà không gặp vấn đề gì liên quan đến pin. 😌Sự thoải mái: Chụp tai mềm và đủ lớn để che toàn bộ tai của tôi, vừa vặn chắc chắn trên đầu, và đủ thoải mái để sử dụng trong khi ngủ. 🎤Chất lượng âm thanh: Chất lượng âm thanh rất tốt so với giá cả. Âm bass mạnh mẽ và âm thanh rõ ràng với độ trễ thấp. Chức năng ANC rất tốt, rõ ràng giảm âm thanh",5.0,499,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_5287464e,lazada_1222722107,"ok giao hangd siêu nhanh. chất lượng ổn , cskh tốt. sẽ ủng hộ shop lâu dài",5.0,74,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_5b87d079,lazada_1478408408,"sản phẩm giao nhanh chóng , đóng gói hàng cẩn thận không trầy tróc , hàng đúng như hình , chất lượng",5.0,100,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_714bcd76,lazada_2376247029,"Màn hình LED tạo điểm nhấn thú vị, Rất khuyến khích cho những người yêu âm nhạc, Thiết kế phong cách, hoàn hảo cho chơi game, Micrô rõ ràng cho cuộc gọi, Giá trị đồng tiền, đáng để mua,",5.0,185,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_717bc4a1,lazada_1674754770,Everything works and that was important,5.0,39,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_729a62b8,lazada_2847585434,hàng hơi méo nhưng cũng không thể trách được shop vì giao hàng xa và hàng bên trong không hư hỏng gì nên cho shop 5sao,5.0,118,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_73734de9,lazada_2187772151,giao hàng nhanh chưa sd nên đánh giá lại sau,5.0,44,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_2d0a8b74,lazada_3191318239,"Chất lượng sản phẩm rất tốt, hàng chính hãng, đẹp và sang trọng, âm thanh hay, đáng mua, thái độ của dịch vụ khách hàng tốt.",5.0,124,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_74aacbaa,lazada_1385291231,shop đóng gói hàng cẩn thận có điều đặt màu đen giao màu hồng mà được cái tai nghe xinh âm thanh nghe êm tai tai mèo có thể phát sáng tặng kèm pin để thay giá cả rẻ nữa shop uy tín nên mua nha,5.0,192,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_76f7cfb2,lazada_2394397976,"Âm thanh rõ ràng và sắc nét, Khử tiếng ồn chủ động cho âm thanh sống động, Vừa vặn thoải mái cho nhiều giờ sử dụng,",5.0,115,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_78db5a76,lazada_2210628456,Good product. Exactly as advertised. Fast shipment. Good packing. Good seller.,5.0,78,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_7b854c8f,lazada_2578964262,"Chất lượng âm thanh ấn tượng, Tuổi thọ pin lâu dài, Âm thanh rõ ràng và sống động,",5.0,82,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_7d38a50c,lazada_2350848448,🎤Sound Quality:,5.0,15,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_7edb8472,lazada_2240302257,♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️,5.0,54,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_7f2439af,lazada_2319239469,"Ok, very well",5.0,13,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_80f3dcfd,lazada_1683986646,đẹp bạn eii anh shipper vui tính nói chung là okeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee ee,5.0,86,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_8281148c,lazada_2660978137,"Ko mấy kiểu cọ thiết kế basic màu pastel nhỉ, âm thanh tốt, ko biết tả thêm ntn nhưng cũng xứng 5sao ạ",5.0,102,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_8698f548,lazada_723292609,"Xài rất hay luôn nha, ko đùa đâu, shop cực uy tín, dì tui kêu mua về xài đc mấy ngày tui mua hơn 1 tháng r xài vẫn ngon, mn nên mua nha.!!!",5.0,139,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_890c5dd4,lazada_3125717599,mình thích loại này lắm vì nó thời trang nhìn rất là cool ngầu,5.0,62,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_98c8c716,lazada_3096009711,ngon nha ngon nha . chất lượng &gt; giá,5.0,39,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_99d7e760,lazada_1669454727,"Ưng lắm mn ạ, mong dùng đc dài lâuu, giá rẻ mà chất lượng khỏi bàn, sẽ tiếp tục ủng hộ shop",5.0,91,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_9dd42ca4,lazada_1891088502,"Mua đợt sale 7.7 hàng chính hãng, giá rẻ so với ngày thường. Chất lượng âm thanh ấn tượng.",5.0,90,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_a32d7b47,lazada_2730125252,"Hàng giao nhanh, đúng mẫu , đóng gói tốt",5.0,40,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_a7ca2a39,lazada_2907700783,🎤Sound Quality:,5.0,15,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_aa3c6450,lazada_2281148838,"Cũng xinh xẻo. Kết nối đc 2 thiết bị 1 lúc. Bên bán có giấy tờ chính hãng rồi tự đăng kí bảo hành cho mình. Đảm bảo yên tâm. Có điều tai nghe hơi nhỏ so với nam thì phải, mình đeo thì ok nhưng chồng mình đeo thấy hơi đau tai. Pin thì trâu khỏi bàn",5.0,247,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_ae438a09,lazada_2847890025,"Hình thức không đẹp như quảng cáo, hơi thô ! Vận chuyển kém ! Móp méo hết hộp ! Tiền nào của nấy, nhưng vẫn kết nối tốt! Tạm cho 4 sao khích lệ !",5.0,145,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_aeb3a653,lazada_1891088502,"Mình ở SG, giao hàng 3 ngày, đóng gói chắc chắn, tai nghe đỉnh khỏi bàn, mà còn đẹp nữa trùi ui. Mang đến trải nghiệm âm thanh sống động., Chất lượng âm thanh ấn tượng., Thoải mái khi đeo trong thời gian dài., Kết nối không dây tiện lợi., Chức năng chống ồn tuyệt vời!, Thiết kế mượt mà và sang trọng., Dễ dàng cài đặt và sử dụng.,",5.0,331,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_b1a486f7,lazada_2010330571,Sound quality gần như Airpod 1 real lun😋 Có điều là cái bản lề shop giao cho mình nó bị lỏng quá huhu,5.0,101,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_b1e04804,lazada_1563226140,nói chung đã mua ở shop nhiều lần rồi. nhưng lớp cao su vành đeo dễ bị gãy. còn chất lượng âm thanh thì quá ok. mà buồn shop khách hàng quen mà không có mã giảm giá hay quà tặng gì hết..,5.0,186,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_b3b10c19,lazada_2325669202,bên nghe được bên không nghe được,5.0,33,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_b3ec4164,lazada_2050586084,"Chất lượng âm thanh ấn tượng, Thiết kế dễ thương và thời trang!, Giá trị tuyệt vời cho giá cả, đẹp xuất sắc luôn nha",5.0,116,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_b6049d6d,lazada_2898138333,Pin dùng lâu. nghe nhạc hay. deo không bị đau tai,5.0,49,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_b7a01882,lazada_1669454727,"Tai nghe đẹp lắm giống hình✅✅ Nhận hàng ko ngờ nó xịn vậy luôn, nghe nhạc hay 😍😍 Tầm 3 ngày là nhận đc hàng r😘",5.0,110,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_b7ff9483,lazada_1308632254,"Âm thanh nghe tốt , cách âm ngoài ổn, rắc cắm usb tích hợp cả ba chức năng",5.0,74,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_b8b77fdb,lazada_2434091833,chat luong tot rat hai long,5.0,27,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_b97c4135,lazada_2758426061,"shop giao hàng đúng mẫu đã đặt, chất âm rất hay,shop 5🌟 nhé",5.0,59,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_c474f801,lazada_2394397976,"mua hàng mới mà giao hàng như đã qua sử dụng, chầy xước tùm lum. đã xé seal. Dây sạc lỏ. Ghi hộp sạc dung lượng 2000mAh, nhưng đo thực tế chưa đến 400mAh. (lừa khách hàng). chất lượng pin của 2 tai nghe chưa đánh giá được. hàng công nghệ mua shop VN là hỏng rồi. P/s: shop đã liên hệ đổi hàng hoặc hoàn tiền, tôi thay đổi lại 5 sao cho chất lượng dịch vụ khách hàng. còn đánh giá đơn hàng vẫn để đây, để shop rút kinh nghiệm cho các đơn hàng của các khách hàng khác.",5.0,466,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_ca837b94,lazada_2320981086,ok đáng giá để sử dụng,5.0,22,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_cee3cd8f,lazada_3197213519,"Wow, chất lượng cao, âm thanh cũng cao, thích, tuyệt vời, yêu rồi, rất thích, tốt, màu đẹp, chất lượng tốt",5.0,106,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_d5333eb4,lazada_1077600175,"Khá ổn nhưng chức năng noise canceling có vẻ không hoạt động, không giảm đc tiếng ồn",5.0,84,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_d5748fb7,lazada_2325669202,可以由得👍👍👍💯🉐😀🏆⭐ 三个由不得👎👎👎👎👎🙏🙏🙏,5.0,26,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_d5e1d1ca,lazada_2660978137,"Tai nghe đẹp lắm , thiết kế cùng tông đen hết ko phải nhựa bóng nên ko bị sến ấy, đeo chống ồn cũng ổn nè",5.0,105,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_d937f772,lazada_2325669202,"Thoải mái khi đeo trong các phiên chơi game dài, Thoải mái khi đeo trong các phiên chơi game dài, Micro rõ ràng và sắc nét, Thoải mái khi đeo trong các phiên chơi game dài, Kết nối Bluetooth tiện lợi, Thoải mái khi đeo trong các phiên chơi game dài, Chất lượng âm thanh tuyệt vời!,",5.0,281,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_dff48edb,lazada_3189242933,Giao hàng nhanh Chưa sd nên chưa biết âm thanh và pin như nào Để trải nghiệp rồi quay lại đánh giá sau. Gói hàng cẩn thận,5.0,121,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_e05196e6,lazada_1563226140,đã mua ở shop nhiều lần rồi. mình không nói gì thêm. chỉ ngắn gọn là ok. và lazada cũng cập nhật đơn hàng OK..,5.0,110,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_e5b34503,lazada_2578964262,"Tính năng khử tiếng ồn hoạt động tốt, Điều khiển cảm ứng tiện lợi, Chống nước để sử dụng ngoài trời, Chất lượng âm thanh ấn tượng, 5*",5.0,133,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_edb1a7fb,lazada_2359493652,tai nghe bị lỗi lúc vô lúc k là sao,5.0,35,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_fc0cca21,lazada_2034491526,"Tai phone bị lỗi , nhắn cho shop , shop nói sẽ đổi trả 1/1 lại. Mong ngày đc nhận lại hàng new k lỗi ạ",5.0,102,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_00a79fe4,lazada_130099683,đặt mau trắng shop lai gui màu hồng.con trai màu hồng nam tính hả shop.hang ok,5.0,78,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_02a2c7bf,lazada_735588170,"Giao hàng nhanh, đúng như quảng cáo.",5.0,36,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_0445ffab,lazada_1487144523,hàng nởm ko có một chữ nào là sony hết lừa đảo,5.0,46,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_0e53f3de,lazada_1524190647,"Quá sức cute. Cách âm cũng tốt. Nhạc thì nghe tàm tạm nhưng mà để học online thì vừa xinh. Shop đóng gói giao hàng cũng nhanh. 5 sao cho chất lượng sản phẩm và dịch vụ luôn. Mua tặng sinh nhật thì người nhận review với mình là thích lắm, mình cần gấp nên nhắn shop và shop cũng nhiệt tình hỗ trợ đóng gói nhanh cho mình. Hàng rẻ mà đẹp, chất lượng tất nhiên ko thể so với loại vài triệu rồi nhưng âm thanh nghe khá ổn nha mn, lên màu đẹp lắm",5.0,441,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_0f6fe467,lazada_1654734544,Sound Quality:,5.0,14,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_1392c849,lazada_2134634329,Tôi không ngờ cái hộp lại sáng như thế... Cảm giác như tôi không mang theo gì cả. Thực sự yêu thích chất lượng âm thanh! Và nó qua tai <3,5.0,137,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_13d4cb3b,lazada_2938455886,this is a crappy fake JBL which you refusef to refund. Don't buy it. Don't sell it. a total ril off. barely works. is not recognised by JBL apps. i am done with Lazada if you defend the frauds and screw the cosumers. i will buy from somewhere else,5.0,247,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_13f73bd8,lazada_1609018793,"Shop giao hàng nhanh và đúng mẫu mã. Bất ngờ về độ đẹp và độ sáng của sản phẩm cực chất về kiểu dáng Chất lượng cực kỳ ok và âm thanh đỉnh cực hay., míc nói to rõ ổn. cắm cái dùng luôn có dây kèm 3 tiện mọi thiết bị. vòng đeo đầu kéo to nhỏ ok thép xịn. tai có chỉnh âm lượng bên trái cảm ơn shop nhé",5.0,300,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_158acf2b,lazada_2470452950,"giao hàng, đóng gói ổn, không hỏng, vỡ. giá tầm trung, phù hợp nhất vs học sinh, sinh viên. đầy đủ phụ kiện. chỉ là hàng mình nhận được nắp hơi hở. tóm lại dùng ổn. pin cx thường thôi. màn hình hơi lác, vuốt hơi khó",5.0,215,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_15c6f4f1,lazada_2322070325,"Tuổi thọ pin lâu dài, yvyvyvuih uuh u",5.0,37,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_26c46410,lazada_3109834690,Sound Quality:,5.0,14,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_2cee9da4,lazada_1402400311,"shop đóng gói nhanh, shiper dễ thương, tai nghe nghe to(mình so sánh với tai nghe P47 thì em này nghe lớn hơn nhé) âm bass nghe sướng vãi, mẫu mã đẹp, có cơ hội sẽ ủng hộ thêm, 10đ phân vân giữa P47 và B39 thì chọn em B39 ngon hơn nhé",5.0,234,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_2d52c812,lazada_2176130308,"Nhận được hàng. Đóng gói bảo đảm, tai nghe, dây sạc tuýp C. Chỉ thế thôi! Cảm ơn nhà bán hàng, Lazada và tất cả các bạn, người giao hàng. Xin được gởi đến tất cả các bạn, nhà bán hàng, Lazada và người giao hàng 5*****. Luôn ủng hộ nhà bán hàng và tất cả các bạn.",5.0,262,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_31a5ebd3,lazada_2641021358,Chất lượng âm thanh : nghe êm và ấm Sự thoải mái: nhỏ gọn nhẹ nhàng Thời lượng pin: xài ok sự dụng được dài,5.0,107,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_343c229b,lazada_1341823195,"Giao hàng nhanh, sản phẩm tốt 👍👍👍 Đóng gói cẩn thận 👌 Tốtttttttttttttttttttttttttttttttttttttttttttttttt",5.0,104,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_3c541e7c,lazada_1217998955,"Giao hàng cực nhanh, bàn phím tai phone rất chất lượng. Shop hỗ trợ rất nhiệt tình ah. ❤️❤️❤️",5.0,93,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_3f553347,lazada_2281148838,"Vừa mới kết nối đã thấy tên là WH-CH520 của *tên mình* luôn, không biết là ai trong bộ phận đóng gói hay cskh mà chu đáo quá. Packaging siêu đẹp, 10 điểm. Chống ồn 50% thôi không cách âm hẳn như WH1000 đâu mn, nhưng không sao mình mua con này vì không có nhu cầu chống ồn",5.0,271,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_48247022,lazada_144049849,"Nhìn đẹp lắm á mn , giao hàng nhanh, hy vọng sẽ bền",5.0,51,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_4a3c662f,lazada_271214294,สินค้าดีตรงปกครบตามจำนวนที่สั่งซื้อแพ็คของมาสภาพดีไม่มีชำรุดเสียหายพนักงานส่งของโทร.แจ้งก่อนและบริการดีมากครับผม,5.0,112,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_4dbde276,lazada_3145110712,Not working Quality is not good I need to Return,5.0,48,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_51726012,lazada_260275079,Mình mua lần 3 rồi. Dùng tốt mà cái phone nó ở bên phải nên hơi ngược v mình,5.0,76,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_547f2683,lazada_3098384784,Tôi vừa nhận được sản phẩm này…\n\nThiết kế chụp tai thời trang…\n\nCông nghệ ANC và ENC…\n\nTheo dõi âm thanh động…,5.0,116,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_571bf45a,lazada_2662153610,đơn hàng đã nhận..âm thanh ổn..hy vọng có thể sử dụng lâu..đáng để mua..,5.0,72,positive,2025-11-17 08:39:54.585193
lazada_lazada_rev_615f3b72,lazada_2898141369,"hàng giao nhanh,",5.0,16,positive,2025-11-17 08:39:54.585193
