product_id,product_name,brand,category,subcategory,price_usd,price_vnd,original_price_usd,discount_percentage,rating,review_count,stock_quantity,weight_kg,warranty_months,is_featured,launch_date,description,market_focus,vietnam_popularity_score,platform_availability,payment_methods_supported,data_source,created_at,target_market,market_size_usd,market_growth_rate,mobile_commerce_penetration,integrated_id,source_type,source_platform,availability,crawl_timestamp,url
,Realme Product 8705,Realme,dien-thoai,dien-thoai,1456.875,34965000.0,1619.0416666666667,10.0,4.1,1719,,,12,0,,"Sản phẩm Product 8705 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,CELLPHONES_3901d565,crawled,cellphones,True,2025-10-01 21:16:23.788130,https://cellphones.com/product/cf7e578f
,FPT Product 2166,FPT,dien-thoai,dien-thoai,456.25,10950000.0,,,4.8,805,,,12,0,,"Sản phẩm Product 2166 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,CELLPHONES_6d88c2ee,crawled,cellphones,True,2025-10-01 21:16:23.899800,https://cellphones.com/product/0287cb82
,Asanzo Product 4553,Asanzo,dien-thoai,dien-thoai,1818.625,43647000.0,2042.3333333333333,11.0,3.6,1720,,,12,0,,"Sản phẩm Product 4553 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,CELLPHONES_f977925e,crawled,cellphones,True,2025-10-01 21:16:24.009749,https://cellphones.com/product/51cf0541
,VinSmart Product 3787,VinSmart,dien-thoai,dien-thoai,610.7916666666666,14659000.0,879.8333333333334,30.6,4.9,1161,,,12,0,,"Sản phẩm Product 3787 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,CELLPHONES_3cb06fbe,crawled,cellphones,True,2025-10-01 21:16:24.110189,https://cellphones.com/product/ffa19ff0
,Asanzo Product 2937,Asanzo,dien-thoai,dien-thoai,1760.7083333333333,42257000.0,2578.4166666666665,31.7,4.2,1945,,,12,0,,"Sản phẩm Product 2937 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,CELLPHONES_38408576,crawled,cellphones,True,2025-10-01 21:16:24.214338,https://cellphones.com/product/e5c4297f
,Realme Product 1611,Realme,dien-thoai,dien-thoai,983.1666666666666,23596000.0,1099.9583333333333,10.6,4.5,1085,,,12,0,,"Sản phẩm Product 1611 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,CELLPHONES_52183ac5,crawled,cellphones,True,2025-10-01 21:16:24.331019,https://cellphones.com/product/cd2a8fc5
,FPT Product 7173,FPT,dien-thoai,dien-thoai,1270.8333333333333,30500000.0,1530.4166666666667,17.0,3.8,31,,,12,0,,"Sản phẩm Product 7173 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,CELLPHONES_86442441,crawled,cellphones,True,2025-10-01 21:16:24.432612,https://cellphones.com/product/ca624e9b
,Xiaomi Product 1452,Xiaomi,dien-thoai,dien-thoai,819.6666666666666,19672000.0,,,4.7,1479,,,12,0,,"Sản phẩm Product 1452 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,CELLPHONES_947927de,crawled,cellphones,True,2025-10-01 21:16:24.538454,https://cellphones.com/product/669377ac
,Vivo Product 3152,Vivo,dien-thoai,dien-thoai,1673.25,40158000.0,2146.2083333333335,22.0,3.9,429,,,12,0,,"Sản phẩm Product 3152 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,CELLPHONES_d1e83043,crawled,cellphones,True,2025-10-01 21:16:24.641749,https://cellphones.com/product/8cf8da9e
,Samsung Product 1816,Samsung,dien-thoai,dien-thoai,1067.1666666666667,25612000.0,,,4.3,412,,,12,0,,"Sản phẩm Product 1816 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,CELLPHONES_37b67deb,crawled,cellphones,True,2025-10-01 21:16:24.754509,https://cellphones.com/product/6110496c
,Xiaomi Product 6724,Xiaomi,dien-thoai,dien-thoai,1324.5833333333333,31790000.0,1910.625,30.7,4.9,1840,,,12,0,,"Sản phẩm Product 6724 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,CELLPHONES_7371ddf2,crawled,cellphones,True,2025-10-01 21:16:24.854659,https://cellphones.com/product/83935199
,VinSmart Product 2101,VinSmart,dien-thoai,dien-thoai,603.75,14490000.0,,,4.9,464,,,12,0,,"Sản phẩm Product 2101 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,CELLPHONES_537d5507,crawled,cellphones,True,2025-10-01 21:16:24.960943,https://cellphones.com/product/a96f0b6d
,FPT Product 6869,FPT,dien-thoai,dien-thoai,369.0416666666667,8857000.0,,,3.5,1627,,,12,0,,"Sản phẩm Product 6869 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,CELLPHONES_458c99a8,crawled,cellphones,True,2025-10-01 21:16:25.062315,https://cellphones.com/product/dc7085ed
,Vivo Product 5690,Vivo,dien-thoai,dien-thoai,1826.7916666666667,43843000.0,,,4.2,110,,,12,0,,"Sản phẩm Product 5690 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,CELLPHONES_33a1fde7,crawled,cellphones,True,2025-10-01 21:16:25.167946,https://cellphones.com/product/daf26905
,VinSmart Product 3139,VinSmart,dien-thoai,dien-thoai,1791.4166666666667,42994000.0,2354.5416666666665,23.9,3.5,1131,,,12,0,,"Sản phẩm Product 3139 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,CELLPHONES_9bb61261,crawled,cellphones,True,2025-10-01 21:16:25.277003,https://cellphones.com/product/ea47d0a3
,Samsung Product 8265,Samsung,dien-thoai,dien-thoai,931.625,22359000.0,1124.125,17.1,4.3,797,,,12,0,,"Sản phẩm Product 8265 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,CELLPHONES_02fe8459,crawled,cellphones,True,2025-10-01 21:16:25.391090,https://cellphones.com/product/ee4b18f5
,FPT Product 9094,FPT,dien-thoai,dien-thoai,1717.0,41208000.0,1999.375,14.1,3.7,638,,,12,0,,"Sản phẩm Product 9094 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,CELLPHONES_4c766f32,crawled,cellphones,True,2025-10-01 21:16:25.494425,https://cellphones.com/product/4997eb90
,Vivo Product 8708,Vivo,dien-thoai,dien-thoai,864.875,20757000.0,1218.7083333333333,29.0,4.6,709,,,12,0,,"Sản phẩm Product 8708 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,CELLPHONES_daff8472,crawled,cellphones,False,2025-10-01 21:16:25.599151,https://cellphones.com/product/692332d6
,Asanzo Lenovo ThinkPad X1,Asanzo,laptop,laptop,1266.875,30405000.0,1813.0833333333333,30.1,4.3,1505,,,12,0,,"Sản phẩm Lenovo ThinkPad X1 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,CELLPHONES_332145fa,crawled,cellphones,True,2025-10-01 21:16:26.708300,https://cellphones.com/product/67f256c6
,BKAV MacBook Pro M3,BKAV,laptop,laptop,1834.0416666666667,44017000.0,2148.4166666666665,14.6,4.0,392,,,12,0,,"Sản phẩm MacBook Pro M3 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,CELLPHONES_7f3dba1c,crawled,cellphones,False,2025-10-01 21:16:26.811638,https://cellphones.com/product/c5cec521
,Realme HP Spectre x360,Realme,laptop,laptop,795.6666666666666,19096000.0,,,4.3,294,,,12,0,,"Sản phẩm HP Spectre x360 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,CELLPHONES_9084783e,crawled,cellphones,True,2025-10-01 21:16:26.926788,https://cellphones.com/product/a1d988f2
,Asanzo Acer Predator Helios,Asanzo,laptop,laptop,1777.2083333333333,42653000.0,2216.5833333333335,19.8,4.5,503,,,12,0,,"Sản phẩm Acer Predator Helios chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,CELLPHONES_296cb161,crawled,cellphones,True,2025-10-01 21:16:27.036310,https://cellphones.com/product/e108ef3b
,Viettel MacBook Pro M3,Viettel,laptop,laptop,1762.7916666666667,42307000.0,,,3.9,1543,,,12,0,,"Sản phẩm MacBook Pro M3 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,CELLPHONES_edef1d99,crawled,cellphones,True,2025-10-01 21:16:27.138164,https://cellphones.com/product/52e01b97
,OPPO Acer Predator Helios,OPPO,laptop,laptop,161.25,3870000.0,215.95833333333334,25.3,4.5,724,,,12,0,,"Sản phẩm Acer Predator Helios chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,CELLPHONES_f30f843f,crawled,cellphones,True,2025-10-01 21:16:27.244001,https://cellphones.com/product/a1dfd71f
,Apple Acer Predator Helios,Apple,laptop,laptop,247.20833333333334,5933000.0,327.1666666666667,24.4,4.7,1012,,,12,0,,"Sản phẩm Acer Predator Helios chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,CELLPHONES_976b0ef7,crawled,cellphones,True,2025-10-01 21:16:27.352661,https://cellphones.com/product/05053a11
,BKAV Dell XPS 13,BKAV,laptop,laptop,1161.5416666666667,27877000.0,,,4.5,1697,,,12,0,,"Sản phẩm Dell XPS 13 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,CELLPHONES_0b4475b1,crawled,cellphones,True,2025-10-01 21:16:27.466032,https://cellphones.com/product/ae6bb682
,VinSmart Acer Predator Helios,VinSmart,laptop,laptop,598.9583333333334,14375000.0,790.5416666666666,24.2,4.6,125,,,12,0,,"Sản phẩm Acer Predator Helios chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,CELLPHONES_ca3fc725,crawled,cellphones,True,2025-10-01 21:16:27.574988,https://cellphones.com/product/2b95bc93
,BKAV Asus ROG Strix,BKAV,laptop,laptop,87.25,2094000.0,124.875,30.1,3.7,205,,,12,0,,"Sản phẩm Asus ROG Strix chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,CELLPHONES_d254fb3e,crawled,cellphones,True,2025-10-01 21:16:27.682210,https://cellphones.com/product/38f5fd84
,Vivo Acer Predator Helios,Vivo,laptop,laptop,291.5833333333333,6998000.0,,,4.2,1675,,,12,0,,"Sản phẩm Acer Predator Helios chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,CELLPHONES_0bfe1321,crawled,cellphones,True,2025-10-01 21:16:27.786119,https://cellphones.com/product/4e0f0dc4
,Vivo HP Spectre x360,Vivo,laptop,laptop,416.2916666666667,9991000.0,508.7083333333333,18.2,3.9,1223,,,12,0,,"Sản phẩm HP Spectre x360 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,CELLPHONES_9151b216,crawled,cellphones,True,2025-10-01 21:16:27.892518,https://cellphones.com/product/9c4f8bfb
,FPT Dell XPS 13,FPT,laptop,laptop,1827.2916666666667,43855000.0,,,3.5,611,,,12,0,,"Sản phẩm Dell XPS 13 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,CELLPHONES_5560c0d4,crawled,cellphones,True,2025-10-01 21:16:27.995745,https://cellphones.com/product/79064a2a
,BKAV Lenovo ThinkPad X1,BKAV,laptop,laptop,1441.1666666666667,34588000.0,1597.0416666666667,9.8,3.6,916,,,12,0,,"Sản phẩm Lenovo ThinkPad X1 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,CELLPHONES_028aee54,crawled,cellphones,True,2025-10-01 21:16:28.098460,https://cellphones.com/product/103b5ffa
,Samsung Dell XPS 13,Samsung,laptop,laptop,1278.2083333333333,30677000.0,1777.9166666666667,28.1,4.9,143,,,12,0,,"Sản phẩm Dell XPS 13 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,CELLPHONES_7c9145be,crawled,cellphones,True,2025-10-01 21:16:28.199598,https://cellphones.com/product/c30bef23
,Apple HP Spectre x360,Apple,laptop,laptop,901.5833333333334,21638000.0,1214.25,25.7,3.8,1823,,,12,0,,"Sản phẩm HP Spectre x360 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,CELLPHONES_92735983,crawled,cellphones,True,2025-10-01 21:16:28.416380,https://cellphones.com/product/a38818ee
,Xiaomi Lenovo ThinkPad X1,Xiaomi,laptop,laptop,1440.9166666666667,34582000.0,2032.4583333333333,29.1,4.5,1000,,,12,0,,"Sản phẩm Lenovo ThinkPad X1 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,CELLPHONES_6c4cda20,crawled,cellphones,True,2025-10-01 21:16:28.527196,https://cellphones.com/product/a587d8ec
,BKAV HP Spectre x360,BKAV,laptop,laptop,164.70833333333334,3953000.0,238.83333333333334,31.0,3.9,1266,,,12,0,,"Sản phẩm HP Spectre x360 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,CELLPHONES_52d6b9cc,crawled,cellphones,False,2025-10-01 21:16:28.633163,https://cellphones.com/product/c2c5a55d
,OPPO Asus ROG Strix,OPPO,laptop,laptop,1052.9166666666667,25270000.0,1363.6666666666667,22.8,4.4,599,,,12,0,,"Sản phẩm Asus ROG Strix chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,CELLPHONES_451ce2fe,crawled,cellphones,True,2025-10-01 21:16:28.734394,https://cellphones.com/product/d4260a18
,OPPO Lenovo ThinkPad X1,OPPO,laptop,laptop,1635.25,39246000.0,,,3.7,1993,,,12,0,,"Sản phẩm Lenovo ThinkPad X1 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,CELLPHONES_792a93cf,crawled,cellphones,True,2025-10-01 21:16:28.844380,https://cellphones.com/product/407e211d
,Samsung Acer Predator Helios,Samsung,laptop,laptop,907.6666666666666,21784000.0,,,4.4,1658,,,12,0,,"Sản phẩm Acer Predator Helios chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,CELLPHONES_8c5a7578,crawled,cellphones,True,2025-10-01 21:16:28.950022,https://cellphones.com/product/f8bc7f49
,Viettel Acer Predator Helios,Viettel,laptop,laptop,117.875,2829000.0,,,4.5,862,,,12,0,,"Sản phẩm Acer Predator Helios chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,CELLPHONES_85648438,crawled,cellphones,True,2025-10-01 21:16:29.277484,https://cellphones.com/product/f12436b5
,Realme Acer Predator Helios,Realme,laptop,laptop,899.5,21588000.0,,,4.0,796,,,12,0,,"Sản phẩm Acer Predator Helios chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,CELLPHONES_7c49c3d0,crawled,cellphones,True,2025-10-01 21:16:29.493919,https://cellphones.com/product/0b5b7abb
,OPPO Huawei MatePad Pro,OPPO,tablet,tablet,1196.2083333333333,28709000.0,,,4.8,759,,,12,0,,"Sản phẩm Huawei MatePad Pro chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,CELLPHONES_af90cf27,crawled,cellphones,True,2025-10-01 21:16:30.726555,https://cellphones.com/product/c09f4b0d
,BKAV Huawei MatePad Pro,BKAV,tablet,tablet,1307.9583333333333,31391000.0,,,4.6,345,,,12,0,,"Sản phẩm Huawei MatePad Pro chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,CELLPHONES_b708e6ca,crawled,cellphones,True,2025-10-01 21:16:30.836925,https://cellphones.com/product/19781991
,Samsung Samsung Galaxy Tab S9,Samsung,tablet,tablet,1279.9166666666667,30718000.0,1655.125,22.7,3.6,1564,,,12,0,,"Sản phẩm Samsung Galaxy Tab S9 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,CELLPHONES_2592dd22,crawled,cellphones,True,2025-10-01 21:16:30.949480,https://cellphones.com/product/73b53ec7
,Viettel Samsung Galaxy Tab S9,Viettel,tablet,tablet,1300.0833333333333,31202000.0,1761.125,26.2,4.6,1778,,,12,0,,"Sản phẩm Samsung Galaxy Tab S9 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,CELLPHONES_d7ff4373,crawled,cellphones,False,2025-10-01 21:16:31.051042,https://cellphones.com/product/66ee66a6
,Samsung iPad Pro M2,Samsung,tablet,tablet,141.875,3405000.0,162.75,12.8,4.7,713,,,12,0,,"Sản phẩm iPad Pro M2 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,CELLPHONES_eedc3f26,crawled,cellphones,True,2025-10-01 21:16:31.154101,https://cellphones.com/product/a1d1e93b
,Xiaomi Huawei MatePad Pro,Xiaomi,tablet,tablet,1577.625,37863000.0,1788.2916666666667,11.8,4.3,1721,,,12,0,,"Sản phẩm Huawei MatePad Pro chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,CELLPHONES_2ce76783,crawled,cellphones,True,2025-10-01 21:16:31.366744,https://cellphones.com/product/cd5013dc
,BKAV iPad Pro M2,BKAV,tablet,tablet,1398.4583333333333,33563000.0,,,4.5,688,,,12,0,,"Sản phẩm iPad Pro M2 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,CELLPHONES_189ea361,crawled,cellphones,True,2025-10-01 21:16:31.475957,https://cellphones.com/product/8d917ea5
,Realme Huawei MatePad Pro,Realme,tablet,tablet,266.5833333333333,6398000.0,311.2083333333333,14.3,4.1,75,,,12,0,,"Sản phẩm Huawei MatePad Pro chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,CELLPHONES_6376c4e0,crawled,cellphones,True,2025-10-01 21:16:31.800050,https://cellphones.com/product/1dce9545
,FPT Huawei MatePad Pro,FPT,tablet,tablet,620.375,14889000.0,,,4.4,1972,,,12,0,,"Sản phẩm Huawei MatePad Pro chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,CELLPHONES_1640f7a0,crawled,cellphones,False,2025-10-01 21:16:31.906491,https://cellphones.com/product/ba9fad63
,Samsung Xiaomi Pad 6 Pro,Samsung,tablet,tablet,299.5416666666667,7189000.0,396.2083333333333,24.4,4.3,709,,,12,0,,"Sản phẩm Xiaomi Pad 6 Pro chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,CELLPHONES_8965a890,crawled,cellphones,True,2025-10-01 21:16:32.016540,https://cellphones.com/product/1d4ce530
,Realme Xiaomi Pad 6 Pro,Realme,tablet,tablet,398.25,9558000.0,463.375,14.1,4.5,163,,,12,0,,"Sản phẩm Xiaomi Pad 6 Pro chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,CELLPHONES_832f3b36,crawled,cellphones,True,2025-10-01 21:16:32.119470,https://cellphones.com/product/54581ca1
,Xiaomi Lenovo Tab P12 Pro,Xiaomi,tablet,tablet,1417.125,34011000.0,1611.6666666666667,12.1,4.2,1322,,,12,0,,"Sản phẩm Lenovo Tab P12 Pro chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,CELLPHONES_f1ae71c2,crawled,cellphones,True,2025-10-01 21:16:32.230904,https://cellphones.com/product/dcbbc1a1
,Vivo Samsung Galaxy Tab S9,Vivo,tablet,tablet,1576.2916666666667,37831000.0,2266.4583333333335,30.5,4.7,918,,,12,0,,"Sản phẩm Samsung Galaxy Tab S9 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,CELLPHONES_53b8a141,crawled,cellphones,True,2025-10-01 21:16:32.332993,https://cellphones.com/product/8f3eaef1
,Vivo iPad Pro M2,Vivo,tablet,tablet,1753.1666666666667,42076000.0,1955.9583333333333,10.4,4.9,545,,,12,0,,"Sản phẩm iPad Pro M2 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,CELLPHONES_38fcc335,crawled,cellphones,True,2025-10-01 21:16:32.437767,https://cellphones.com/product/e3ced807
,Asanzo Xiaomi Pad 6 Pro,Asanzo,tablet,tablet,183.79166666666666,4411000.0,222.5,17.4,4.3,1887,,,12,0,,"Sản phẩm Xiaomi Pad 6 Pro chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,CELLPHONES_18848743,crawled,cellphones,True,2025-10-01 21:16:32.541053,https://cellphones.com/product/25d2860d
,Xiaomi iPad Pro M2,Xiaomi,tablet,tablet,1588.6666666666667,38128000.0,1901.75,16.5,3.7,1438,,,12,0,,"Sản phẩm iPad Pro M2 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,CELLPHONES_94a2707c,crawled,cellphones,True,2025-10-01 21:16:32.751951,https://cellphones.com/product/9b0e06ec
,Realme iPad Pro M2,Realme,tablet,tablet,622.75,14946000.0,697.5416666666666,10.7,4.4,1543,,,12,0,,"Sản phẩm iPad Pro M2 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,CELLPHONES_2ce58a74,crawled,cellphones,True,2025-10-01 21:16:32.854630,https://cellphones.com/product/746546cf
,Xiaomi Xiaomi Pad 6 Pro,Xiaomi,tablet,tablet,625.2916666666666,15007000.0,,,4.6,1510,,,12,0,,"Sản phẩm Xiaomi Pad 6 Pro chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,CELLPHONES_92c6117c,crawled,cellphones,True,2025-10-01 21:16:32.959301,https://cellphones.com/product/25a27bf0
,FPT Xiaomi Pad 6 Pro,FPT,tablet,tablet,881.2083333333334,21149000.0,,,4.5,1029,,,12,0,,"Sản phẩm Xiaomi Pad 6 Pro chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,CELLPHONES_a9c2ad6d,crawled,cellphones,False,2025-10-01 21:16:33.071799,https://cellphones.com/product/6196a81a
,Viettel iPad Pro M2,Viettel,tablet,tablet,1471.25,35310000.0,2199.6666666666665,33.1,5.0,475,,,12,0,,"Sản phẩm iPad Pro M2 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,CELLPHONES_e3f11fef,crawled,cellphones,True,2025-10-01 21:16:33.187109,https://cellphones.com/product/26c8eff8
,Asanzo Lenovo Tab P12 Pro,Asanzo,tablet,tablet,335.5,8052000.0,464.375,27.8,4.8,596,,,12,0,,"Sản phẩm Lenovo Tab P12 Pro chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,CELLPHONES_180d33ad,crawled,cellphones,True,2025-10-01 21:16:33.516588,https://cellphones.com/product/1b53fd03
,Vivo Product 2749,Vivo,tai-nghe,tai-nghe,66.45833333333333,1595000.0,81.875,18.9,4.5,1388,,,12,0,,"Sản phẩm Product 2749 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,CELLPHONES_fe44b799,crawled,cellphones,False,2025-10-01 21:16:35.750953,https://cellphones.com/product/835a159d
,FPT Product 6289,FPT,tai-nghe,tai-nghe,1230.7083333333333,29537000.0,,,3.8,1627,,,12,0,,"Sản phẩm Product 6289 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,CELLPHONES_b775c27d,crawled,cellphones,True,2025-10-01 21:16:35.871171,https://cellphones.com/product/399d38e1
,Samsung Product 9441,Samsung,tai-nghe,tai-nghe,186.375,4473000.0,,,3.6,187,,,12,0,,"Sản phẩm Product 9441 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,CELLPHONES_af169ba0,crawled,cellphones,True,2025-10-01 21:16:35.972063,https://cellphones.com/product/5b6ae607
,Asanzo Product 3509,Asanzo,tai-nghe,tai-nghe,1697.7083333333333,40745000.0,2511.3333333333335,32.4,4.4,1444,,,12,0,,"Sản phẩm Product 3509 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,CELLPHONES_d1c020f4,crawled,cellphones,True,2025-10-01 21:16:36.087052,https://cellphones.com/product/a86a0e53
,Asanzo Product 7705,Asanzo,tai-nghe,tai-nghe,223.04166666666666,5353000.0,261.3333333333333,14.6,4.4,681,,,12,0,,"Sản phẩm Product 7705 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,CELLPHONES_48378a6d,crawled,cellphones,True,2025-10-01 21:16:36.189449,https://cellphones.com/product/d47d1c70
,FPT Product 8361,FPT,tai-nghe,tai-nghe,485.0416666666667,11641000.0,604.3333333333334,19.7,4.3,1512,,,12,0,,"Sản phẩm Product 8361 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,CELLPHONES_1cd44938,crawled,cellphones,True,2025-10-01 21:16:36.294273,https://cellphones.com/product/97433ede
,Viettel Product 4321,Viettel,tai-nghe,tai-nghe,72.79166666666667,1747000.0,106.70833333333333,31.8,4.7,946,,,12,0,,"Sản phẩm Product 4321 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,CELLPHONES_2686a418,crawled,cellphones,True,2025-10-01 21:16:36.405404,https://cellphones.com/product/4a7ad520
,Realme Product 2355,Realme,tai-nghe,tai-nghe,1719.1666666666667,41260000.0,2308.5,25.5,3.6,694,,,12,0,,"Sản phẩm Product 2355 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,CELLPHONES_e4dfe35e,crawled,cellphones,True,2025-10-01 21:16:36.509859,https://cellphones.com/product/9639b256
,Xiaomi Product 8758,Xiaomi,tai-nghe,tai-nghe,309.875,7437000.0,385.5833333333333,19.6,4.2,1367,,,12,0,,"Sản phẩm Product 8758 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,CELLPHONES_11e3a60c,crawled,cellphones,False,2025-10-01 21:16:36.615243,https://cellphones.com/product/d7b122dd
,Samsung Product 8792,Samsung,tai-nghe,tai-nghe,828.9166666666666,19894000.0,936.7083333333334,11.5,4.3,807,,,12,0,,"Sản phẩm Product 8792 chính hãng, bảo hành 12 tháng",Vietnam,,,,Vietnamese_Crawled,,Vietnam,,,,CELLPHONES_b384134e,crawled,cellphones,True,2025-10-01 21:16:36.717746,https://cellphones.com/product/be629a85
